ein,name,city,state,ntee_cd,subsection,filing_req_cd,asset_amt,income_amt,revenue_amt
923800781,GLOBAL 1 MANAGEMENT MEDICAL SERVICES,ALISO VIEJO,CA,E01,3,2,,,
901970935,WE GOT YOU FOUNDATION,ALISO VIEJO,CA,E60,3,2,0,0,0
352362998,INTERNATIONAL ASSOCIATION OF EATING DISORDERS PROFESSIONALS FOUNDATION,ALISO VIEJO,CA,E03,3,2,0,0,0
863794220,DEHESTANI FOUNDATION,ALISO VIEJO,CA,H99,3,2,0,0,0
993181469,NURTURE AID VISION,ALISO VIEJO,CA,E60,3,2,0,0,0
464225471,UNITED SPECIALIST HEALTH CARE FOUNDATION INC,ALISO VIEJO,CA,E80,3,2,0,0,0
921867808,CENTER FOR MUSIC AND WELLNESS INC,ALISO VIEJO,CA,E60,3,2,0,0,0
813921646,MCGANN RATNER FOUNDATION,ALISO VIEJO,CA,E60,3,2,0,0,0
393782898,HOPE- FOR CURABLE CANCER,ALISO VIEJO,CA,G30,3,2,0,0,0
842784976,KIANA RESEARCH FOUNDATION FOR PYRUVATE CARBOXYLASE DEFICIENCY,ALISO VIEJO,CA,G11,3,2,3978,24247,24247
454970526,RETINA GLOBAL,ALISO VIEJO,CA,G41,3,1,405151,108155,108155
330954457,SOCCER FOR HOPE,ALISO VIEJO,CA,G12,3,1,59504,276538,144519
852522421,CHARITY OF THE EYE CARE NETWORK,ALISO VIEJO,CA,G41,3,1,2747305,457688,389130
952706905,AMERICAN ASSOCIATION OF CRITICAL CARE NURSES,ALISO VIEJO,CA,E030,3,1,117028322,67586519,37374234
421966178,ORANGEVIEW HEALTH ADVOCACY,ANAHEIM,CA,E70,3,2,,,
412711865,ADVANCE KCS,ANAHEIM,CA,E11,3,1,,,
412406069,SOCAL COMMUNITY CARE,ANAHEIM,CA,E60,3,2,,,
412763800,KCS FOUNDATION,ANAHEIM,CA,E11,3,1,,,
413646426,KOREAN COMMUNITY SERVICES OF ORANGE COUNTY,ANAHEIM,CA,E11,3,1,,,
415155301,SMILES FOR ALL FOUNDATION,ANAHEIM,CA,E70,3,2,,,
954755467,COMMUNITY PERINATAL INC,ANAHEIM,CA,E40,3,2,0,0,0
823164455,TIMMAREE ROCKS FOUNDATION,ANAHEIM,CA,G30,3,2,0,0,0
821757824,MEN OF FIRE MC SOCAL,ANAHEIM,CA,E12,3,2,0,0,0
471848972,HELP FOR MIGRAINE,ANAHEIM,CA,E80,3,2,0,0,0
852323665,CROWN ORAL HEALTH FOUNDATION,ANAHEIM,CA,E12,3,2,0,0,0
822231394,STANTON MIGRAINE PROTOCOL INC,ANAHEIM,CA,E70,3,2,0,0,0
263043697,DISNEYLAND ALUMNI CLUB INC,ANAHEIM,CA,E12,3,2,0,0,0
760776665,ADS CHARITABLE FOUNDATION,ANAHEIM,CA,E12,3,2,0,0,0
854097175,NEVER FIGHTING ALONE FOUNDATION INC,ANAHEIM,CA,E12,3,2,0,0,0
992765017,YOUTH ACTION 4 DIABETES INC,ANAHEIM,CA,G99,3,2,0,0,0
200372431,HUGS FROM SHAUN INC,ANAHEIM,CA,H123,3,2,6191,4247,4247
393874006,LIFE AND NATURE WELLNESS INC,ANAHEIM,CA,E99,3,1,104830,121100,121100
461057568,CANCER RESEARCH COLLABORATION INC,ANAHEIM,CA,H30,3,1,1195471,218041,183281
208801557,AHMC ARMC MEDICAL STAFF,ANAHEIM,CA,E02,6,1,295780,332190,332190
863487520,CHOICE HEALTH NETWORK,ANAHEIM,CA,E32,3,1,2263546,1425475,1425475
330483197,INSTITUTE FOR HEALTHCARE ADVANCEMENT,ANAHEIM,CA,E32,3,1,22224914,6609283,2339562
330970731,NORTH ORANGE COUNTY REGIONAL HEALTH FOUNDATION,ANAHEIM,CA,E30,3,1,8940326,8056725,8056725
953245254,KCS INC,ANAHEIM,CA,E32,3,1,35155788,27738580,27738580
956152773,PLANNED PARENTHOOD-ORANGE AND SAN BERNARDINO COUNTIES INC,ANAHEIM,CA,E420,3,1,135667608,112184988,111975031
330185031,PROVIDENCE MEDICAL FOUNDATION,ANAHEIM,CA,E32,3,1,406223302,1521618686,1521578669
330474446,NATIONAL ASSOCIATION OF HISPANIC NURSES,BREA,CA,E70,3,2,0,0,0
272247065,ERIC DE LA CRUZ HOPE FOR HEARTS FOUNDATION,BREA,CA,G12,3,2,0,0,0
881783819,AUSOME SAUCE,BREA,CA,E86,3,2,0,0,0
454683855,NATIONAL RONGXIANG XU FOUNDATION INC,BREA,CA,H99,3,2,213168,33970,33970
833175563,4YOU HEALTH CENTER,BREA,CA,E21,3,1,46871,195153,195153
900777716,NORTHERN CALIFORNIA SOCIETY FOR CLINICAL GASTROENTEROLOGY,BREA,CA,G03,3,1,508021,280149,280149
862822496,ENVISTA SMILE PROJECT FOUNDATION,BREA,CA,E30,3,1,1198505,417734,417734
954443269,SWEET RELIEF MUSICIANS FUND,BREA,CA,G11,3,1,878330,2553825,2553825
271682111,SUNRISE COMMUNITY CLINIC,BUENA PARK,CA,E32,3,2,0,0,0
872281079,LOVE & SHARING FOUNDATION,BUENA PARK,CA,E60,3,2,0,0,0
870827897,DAVID J LIM FOUNDATION,BUENA PARK,CA,H42,3,2,0,0,0
870801660,WESTERN STATES COUNCIL LEUKEMIA FUND,BUENA PARK,CA,G123,3,1,49759,82535,82535
331460649,KCY OPERATION,BUENA PARK,CA,E60,3,1,140885,142000,142000
952162129,LINDEN OAKS,BUENA PARK,CA,E56Z,3,1,19701239,13281787,13137184
992342340,VIVID KIDS FOUNDATION,COSTA MESA,CA,G99,3,2,,,
992441976,MEDICAL STAFF OF COLLEGE HOSPITAL COSTA MESA,COSTA MESA,CA,E99,3,2,,,
993866569,BEYOND PARKINSON S FOUNDATION INC,COSTA MESA,CA,G50,3,2,,,
412719177,ANGELS IN ACTION,COSTA MESA,CA,E60,3,2,,,
330283529,ORANGE COUNTY COCAINE ANONYMOUS,COSTA MESA,CA,E50,3,2,,,
813863340,TOTUS TUUS PERMANENT SUPPORTIVE HOUSING FOR THE TERMINALLY ILL,COSTA MESA,CA,E24,3,2,0,0,0
331777535,STUTTERING TREATMENT AND RESEARCH SOCIETY,COSTA MESA,CA,H96,3,2,0,0,0
334535171,ZENITH WELLNESS WARRIORS,COSTA MESA,CA,E70,3,2,0,0,0
991386461,LIZ RUSNAK ARIZMENDI FOUNDATION INC,COSTA MESA,CA,G30,3,2,0,0,0
821537381,SANO COMMUNITY HEALTH CENTER INC,COSTA MESA,CA,E32,3,2,0,0,0
330970942,POLIO SURVIVORS PLUS,COSTA MESA,CA,G80,3,2,0,0,0
334576410,LOVE GIORGIA CORPORATION,COSTA MESA,CA,G30,3,2,0,0,0
871354210,BRAIN HEALTH AND RESEARCH FOUNDATION,COSTA MESA,CA,H48,3,2,287,0,0
990394430,ORANGE COUNTY SPINE RESEARCH FOUNDATION INC,COSTA MESA,CA,H9B,3,2,0,0,0
330201228,ORANGE COUNTY-LONG BEACH CONSORTIUM FOR NURSING,COSTA MESA,CA,E01,3,2,0,0,0
