LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
5112228506,02/27/2021,1084,PPS,PETROLEUM EQUIPMENT & SERVICES INC.,5631 Silverado Way Ste G1,Anchorage,AK,99518-1682,03/06/2021,Paid in Full,60,100,377580.0,377580.0,0.0,,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1682,AK-,19.0,213112,White,Not Hispanic or Latino,1.0,377576.0,,,,,,Corporation,100631,Greater Nevada CU,CARSON CITY,NV,Male Owned,Non-Veteran,,382079.49,05/06/2022
5448047410,05/12/2020,1084,PPP,NAKNEK ELECTRIC ASSOCIATION,P.O Box 118,NAKNEK,AK,99633,08/14/2021,Paid in Full,24,100,440734.0,440734.0,0.0,,110655,"Native American Bank, National Association",201 N Broadway,DENVER,CO,80203-3918,R,N,N,Existing or more than 2 years old,NAKNEK,BRISTOL BAY,AK,99633-0001,AK-,17.0,221112,Unanswered,Unknown/NotStated,24000.0,330551.0,86183.0,,,,,Cooperative,110655,"Native American Bank, National Association",DENVER,CO,Unanswered,Unanswered,,445503.59,06/15/2021
8205357201,04/28/2020,1084,PPP,TRADING UNION INCORPORATED,401 North Nordic Drive,Petersburg,AK,99833,02/08/2022,Paid in Full,24,100,155000.0,155000.0,0.0,,113190,American Express National Bank,115 West Towne Ridge Parkway,Sandy,UT,84070,R,Y,N,Existing or more than 2 years old,Petersburg,PETERSBURG,AK,99833-0001,AK-,24.0,445110,Unanswered,Unknown/NotStated,0.0,77500.0,0.0,0.0,,77500.0,0.0,Corporation,113190,American Express National Bank,Sandy,UT,Unanswered,Unanswered,,156817.72,01/03/2022
4289618310,01/23/2021,1084,PPS,TUDOR DENTAL GROUP LLC,330 E Tudor Rd,Anchorage,AK,99503-7369,02/10/2022,Paid in Full,60,100,243213.05,243213.05,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-7369,AK-,15.0,621210,Unanswered,Not Hispanic or Latino,1.0,243211.05,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,245565.22,01/21/2022
5169278402,02/08/2021,1084,PPS,GLOBAL EQUIPMENT SERVICES INC,3606 Schacht St,Fairbanks,AK,99701-7357,10/13/2021,Paid in Full,24,100,206209.22,206209.22,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,Fairbanks,FAIRBANKS NORTH STAR,AK,99701-7357,AK-,8.0,423810,Unanswered,Unknown/NotStated,,206209.22,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,207418.23,09/15/2021
1373937304,04/28/2020,1084,PPP,NORTHWEST BARRIERS LLC,6799 N. Sitze Road,Wasilla,AK,99623,03/18/2021,Paid in Full,24,100,164932.0,164932.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,Wasilla,MATANUSKA SUSITNA,AK,99623-0001,AK-,13.0,238990,White,Not Hispanic or Latino,,164932.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,166165.6,02/09/2021
8486958707,04/07/2021,1084,PPS,BRIGHT HORIZON HOMES LLC,1453 W Kanabec Dr,Wasilla,AK,99654-9748,01/08/2022,Paid in Full,60,100,150000.0,150000.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,Y,Existing or more than 2 years old,Wasilla,MATANUSKA SUSITNA,AK,99654-9748,AK-,14.0,623210,Unanswered,Unknown/NotStated,1.0,149996.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,150973.97,12/07/2021
5573548304,01/25/2021,1084,PPS,DENALI FAMILY SERVICES,6401 A St,Anchorage,AK,99518-1824,03/10/2022,Paid in Full,60,100,1328227.0,1328227.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-1824,AK-,117.0,621498,Unanswered,Unknown/NotStated,1.0,1328224.0,,,,,,Non-Profit Organization,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,Y,1341472.88,02/01/2022
5500648407,02/08/2021,1084,PPS,SWALLING & ASSOCIATES PC,3201 C St Ste 405,Anchorage,AK,99503-3967,02/10/2022,Paid in Full,60,100,391540.0,391540.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-3967,AK-,20.0,541211,Unanswered,Not Hispanic or Latino,1.0,391536.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,395047.77,01/06/2022
6485387008,04/07/2020,1084,PPP,ALASKA LITHO INC.,8420 Airport Blvd Suite 102,JUNEAU,AK,99801-8064,04/21/2021,Paid in Full,24,100,161962.0,161962.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-8064,AK-,15.0,323111,White,Not Hispanic or Latino,,161962.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Unanswered,,163421.88,03/16/2021
5859547009,04/06/2020,1084,PPP,"ALASKA EXCURSIONS, INC.",2 Mile Klondike Highway PO box 440,SKAGWAY,AK,99840-0440,,Exemption 4,60,100,721455.0,1314722.5,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,SKAGWAY,SKAGWAY,AK,99840-0440,AK-,75.0,487110,White,Not Hispanic or Latino,,1314722.5,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,897196.61,08/30/2021
7612877000,04/07/2020,1084,PPP,"ALASKA GLACIER SEAFOODS, INC.",13555 glacier highway,JUNEAU,AK,99801-8404,06/18/2021,Paid in Full,24,100,935737.0,935737.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-8404,AK-,72.0,311710,White,Not Hispanic or Latino,,935737.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Unanswered,,945530.19,05/10/2021
3180028301,01/21/2021,1084,PPS,JALAPENOS INC,11823 Old Glenn Hwy,Eagle River,AK,99577-7751,03/10/2022,Paid in Full,60,100,402199.0,402199.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Eagle River,ANCHORAGE,AK,99577-7751,AK-,48.0,722511,White,Hispanic or Latino,1.0,402194.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,406485.45,02/23/2022
5824607003,04/06/2020,1084,PPP,PAYLESS USED CAR SALES LLC.,919 E. 5th Avenue,ANCHORAGE,AK,99501-2736,12/17/2020,Paid in Full,24,100,336109.49,336109.49,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,New Business or 2 years or less,ANCHORAGE,ANCHORAGE,AK,99501-2736,AK-,25.0,441120,Asian,Not Hispanic or Latino,,336109.49,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,337941.98,11/03/2020
7697917106,04/14/2020,1084,PPP,"THE LIBBY GROUP, LLC",3920 LAKE OTIS PKWY STE A,ANCHORAGE,AK,99508-5217,07/21/2021,Paid in Full,24,100,213472.0,213472.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99508-5217,AK-,14.0,621210,Unanswered,Not Hispanic or Latino,,213472.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,215864.06,06/04/2021
7400167008,04/07/2020,1084,PPP,"PHILLIPS SCALES, LLC",1119 E. 70TH AVE,ANCHORAGE,AK,99518-2353,04/20/2021,Paid in Full,24,100,150000.0,150000.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-2353,AK-,12.0,332999,White,Not Hispanic or Latino,,150000.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,151356.16,03/18/2021
4919167000,04/04/2020,1084,PPP,"ORTHOALASKA, LLC",3801 Lake Otis Parkway,ANCHORAGE,AK,99508-5233,07/21/2021,Paid in Full,24,100,3377500.0,3377500.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99508-5233,AK-,240.0,621111,Unanswered,Unknown/NotStated,,3377500.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,3416179.32,06/09/2021
9993717000,04/09/2020,1084,PPP,DENALI FAMILY SERVICES I,6401 A ST,ANCHORAGE,AK,99518-1824,03/19/2021,Paid in Full,24,100,1479912.0,1479912.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-1824,AK-,126.0,813410,Unanswered,Unknown/NotStated,,1479912.0,,,,,,Non-Profit Organization,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,Y,1489860.17,02/16/2021
8750587010,04/08/2020,1084,PPP,"ADVANCED PHYSICAL THERAPY, INC.","1917 ABBOTT RD, SUITE 200",ANCHORAGE,AK,99507-3448,12/17/2020,Paid in Full,24,100,875000.0,875000.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-3448,AK-,45.0,621399,Unanswered,Unknown/NotStated,,875000.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,880154.11,11/17/2020
7034457000,04/07/2020,1084,PPP,YMCA OF ANCHORAGE ALASKA,5353 Lake Otis Pkwy,ANCHORAGE,AK,99507-1709,10/13/2021,Paid in Full,24,100,596800.0,596800.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-1709,AK-,75.0,624190,Unanswered,Unknown/NotStated,,596800.0,,,,,,Non-Profit Organization,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,Y,604926.29,09/07/2021
5457347005,04/05/2020,1084,PPP,WINGS AIRWAYS LLC,8421 Livingston Way,JUNEAU,AK,99801-8098,,Exemption 4,60,100,358767.0,454565.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-8098,AK-,23.0,481219,Unanswered,Unknown/NotStated,,454565.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,315409.56,08/30/2021
7738707110,04/14/2020,1084,PPP,ST. MARY'S NATIVE CORPORATION,840 K ST,ANCHORAGE,AK,99501-3353,02/20/2021,Paid in Full,24,100,371757.22,371757.22,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-3353,AK-,35.0,551112,Unanswered,Not Hispanic or Latino,,371757.22,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Female Owned,Unanswered,,374507.2,01/20/2021
4984947005,04/04/2020,1084,PPP,"RIVERSIDE ASSISTED LIVING SOLDOTNA, INC.",390 LOVERS LN,SOLDOTNA,AK,99669-7946,04/20/2021,Paid in Full,24,100,276000.0,276000.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,SOLDOTNA,KENAI PENINSULA,AK,99669-7946,AK-,42.0,623312,Unanswered,Unknown/NotStated,,276000.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,278601.21,03/31/2021
3448008308,01/22/2021,1084,PPS,ABOVE AND BEYOND AVIATION INC.,1120 Huffman Rd Ste 24,Anchorage,AK,99515-3516,10/13/2021,Paid in Full,60,100,271500.0,271500.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99515-3516,AK-,16.0,541330,Unanswered,Unknown/NotStated,1.0,271498.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,273091.81,09/01/2021
5807738404,02/09/2021,1084,PPS,QWIK THREE INC,4647 Old Seward Hwy,Anchorage,AK,99503-7415,11/06/2021,Paid in Full,60,100,195765.0,195765.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-7415,AK-,21.0,811111,Unanswered,Not Hispanic or Latino,,195765.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,197089.77,10/25/2021
9947578404,02/18/2021,1084,PPS,ABLE LOCKSMITHS AND SECURITY CENTER LLC,206 E Northern Lights Blvd Ste 2,Anchorage,AK,99503-4023,02/10/2022,Paid in Full,60,100,193987.07,193987.07,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-4023,AK-,12.0,561621,Unanswered,Not Hispanic or Latino,1.0,193982.07,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Female Owned,Non-Veteran,,195719.67,01/18/2022
2746577203,04/16/2020,1084,PPP,WILLOWRIDGE CONSTRUCTION LLC,4101 ARCTIC BLVD #101,ANCHORAGE,AK,99503-5702,03/19/2021,Paid in Full,24,100,170942.5,170942.5,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-5702,AK-,18.0,238990,White,Not Hispanic or Latino,,170942.5,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,172356.87,02/19/2021
7307077000,04/07/2020,1084,PPP,KENTUCKY FRIED CHICKEN,"1120 E. HUFFMAN RD, STE 24-202",ANCHORAGE,AK,99515-3516,04/21/2021,Paid in Full,24,100,162307.0,162307.0,0.0,KFC,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99515-3516,AK-,33.0,722513,Unanswered,Unknown/NotStated,,162307.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,163836.69,03/31/2021
4955798310,01/23/2021,1084,PPS,ALLEN MARINE TOURS INC.,1512 Sawmill Creek Rd,Sitka,AK,99835-9704,02/10/2022,Paid in Full,60,100,2000000.0,2000000.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,Sitka,SITKA,AK,99835-9704,AK-,229.0,488310,Unanswered,Not Hispanic or Latino,1.0,1999995.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,2018849.32,01/12/2022
5498878210,08/07/2020,1084,PPP,"BRISTOL BAY MISSION LODGE, LLC",4125 AIRCRAFT DR,ANCHORAGE,AK,99502-1050,06/22/2021,Paid in Full,60,100,727370.0,727370.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99502-1050,AK-,3.0,713990,Unanswered,Unknown/NotStated,,727370.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,732929.9,05/21/2021
8117187002,04/08/2020,1084,PPP,EKLUTNA INC.,16515 CENTERFIELD DR,EAGLE RIVER,AK,99577-7326,12/17/2020,Paid in Full,24,100,574790.0,574790.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,EAGLE RIVER,ANCHORAGE,AK,99577-7326,AK-,31.0,921150,Unanswered,Unknown/NotStated,,574790.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,578285.98,11/27/2020
5696918308,01/25/2021,1084,PPS,THE CHARIOT GROUP INC,3120 Denali St Ste 1,Anchorage,AK,99503-4000,02/10/2022,Paid in Full,60,100,508800.0,508800.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99503-4000,AK-,33.0,541519,Unanswered,Unknown/NotStated,1.0,508797.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,513553.45,01/11/2022
6692687203,04/28/2020,1084,PPP,GUY J BURK DMD LLC,2805 DAWSON ST,ANCHORAGE,AK,99503-3800,09/25/2021,Paid in Full,24,100,442168.0,442168.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99503-3800,AK-,29.0,621210,Unanswered,Not Hispanic or Latino,,442168.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,448079.73,08/31/2021
4915908410,02/07/2021,1084,PPS,RODNEY P. KINNEY ASSOCIATES INC.,16515 Centerfield Dr Ste 101,Eagle River,AK,99577-7326,12/10/2021,Paid in Full,60,100,285500.32,285500.32,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Eagle River,ANCHORAGE,AK,99577-7326,AK-,12.0,541330,Unanswered,Not Hispanic or Latino,1.0,285494.32,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Female Owned,Unanswered,,287666.99,11/16/2021
9475067006,04/09/2020,1084,PPP,"PTP MANAGEMENT, INC.",400 D ST Suite 300,ANCHORAGE,AK,99501-2326,12/17/2020,Paid in Full,24,100,195000.0,195000.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-2326,AK-,13.0,531390,Unanswered,Unknown/NotStated,,195000.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,196175.34,11/27/2020
4550627202,04/27/2020,1084,PPP,AAA CONCRETE CONSTRUCTION INC,6151 A St STE 100,Anchorage,AK,99518,04/20/2021,Paid in Full,24,100,165200.0,165200.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,Anchorage,ANCHORAGE,AK,99518-0517,AK-,20.0,238110,Unanswered,Unknown/NotStated,,165200.0,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,166707.17,03/31/2021
6443087210,04/28/2020,1084,PPP,"CONGREGATION BETH SHOLOM OF ANCHORAGE, INC.",7525 East NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504-3552,04/21/2021,Paid in Full,24,100,158906.45,158906.45,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,New Business or 2 years or less,ANCHORAGE,ANCHORAGE,AK,99504-3552,AK-,25.0,813110,Unanswered,Unknown/NotStated,,158906.45,,,,,,Professional Association,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,160312.66,03/29/2021
4332008409,02/06/2021,1084,PPP,INDY WALTON,38725 Gavin Cir,Soldotna,AK,99669-8672,03/10/2022,Paid in Full,60,100,156470.97,156470.97,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,Soldotna,KENAI PENINSULA,AK,99669-8672,AK-,9.0,114111,Unanswered,Unknown/NotStated,,156467.97,,,,,,Sole Proprietorship,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,158052.83,02/17/2022
5170037205,04/27/2020,1084,PPP,SEALASKA HERITAGE INSTITUTE INC,105 S SEWARD ST SUITE 201,JUNEAU,AK,99801,02/20/2021,Paid in Full,24,100,608023.12,608023.12,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,JUNEAU,JUNEAU,AK,99801-0001,AK-,51.0,611310,Unanswered,Unknown/NotStated,,608023.12,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,612104.37,01/06/2021
7653607007,04/07/2020,1084,PPP,MINT DENTAL LLC,"2665 East Tudor Road, Suite 300",ANCHORAGE,AK,99507-1133,04/20/2021,Paid in Full,24,100,534152.0,534152.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99507-1133,AK-,45.0,423450,Unanswered,Not Hispanic or Latino,,534152.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,538908.15,03/10/2021
7098247409,05/15/2020,1084,PPP,"UP THE CREEK, INC.",2 Marine Way Suite 206,Juneau,AK,99801,09/28/2021,Paid in Full,24,100,346140.0,346140.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,N,Existing or more than 2 years old,Juneau,JUNEAU,AK,99801-0001,AK-,45.0,722511,Unanswered,Not Hispanic or Latino,,346140.0,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Female Owned,Unanswered,,350312.65,08/05/2021
5607887010,04/06/2020,1084,PPP,"IDIDARIDE SLED DOG TOURS, INC.",38250 Montana Street,STERLING,AK,99672-0735,08/20/2021,Paid in Full,24,100,141400.0,283011.87,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,STERLING,KENAI PENINSULA,AK,99672-0735,AK-,11.0,711190,Unanswered,Unknown/NotStated,,283011.87,,,,,,Subchapter S Corporation,116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,286570.84,07/26/2021
5038257008,04/04/2020,1084,PPP,"DISCOVERY GOLD TOURS, LLC",1975 DISCOVERY DR,FAIRBANKS,AK,99709-4577,,Exemption 4,60,100,124300.0,275717.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,N,Existing or more than 2 years old,FAIRBANKS,FAIRBANKS NORTH STAR,AK,99709-4577,AK-,19.0,487110,Unanswered,Unknown/NotStated,,275717.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,11416.06,08/31/2021
4966657008,04/04/2020,1084,PPP,ALPHA AVIATION LLC,1842 MERRILL FIELD DR,ANCHORAGE,AK,99501-4112,02/20/2021,Paid in Full,24,100,243100.0,243100.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-4112,AK-,17.0,481211,Unanswered,Unknown/NotStated,,243100.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,244938.24,01/25/2021
3516277402,05/07/2020,1084,PPP,"GALLO'S MEXICAN RESTAURANT, INC.","135 W Dimond Blvd, Ste 201",ANCHORAGE,AK,99515-1907,03/19/2021,Paid in Full,24,100,165107.5,165107.5,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,N,N,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99518-3008,AK-,38.0,722511,White,Hispanic or Latino,,165107.5,,,,,,Corporation,116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,166374.08,02/22/2021
1760817107,04/10/2020,1084,PPP,"H5 CONSTRUCTION, LLC",1500 E. BOGARD RD,WASILLA,AK,99654-6531,05/05/2022,Paid in Full,24,100,346182.05,346182.05,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,Y,Y,Existing or more than 2 years old,WASILLA,MATANUSKA SUSITNA,AK,99654-6531,AK-,25.0,236220,Unanswered,Unknown/NotStated,,346182.05,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,348170.81,02/12/2021
4367738307,01/23/2021,1084,PPS,JOHNSON INN VALDEZ LLC,100 HARBOR DR,VALDEZ,AK,99686,04/08/2022,Paid in Full,60,100,334376.0,334376.0,0.0,Best Western - Membership Agreement,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,R,N,N,Existing or more than 2 years old,VALDEZ,Copper River,AK,99686,AK-,30.0,721110,Unanswered,Unknown/NotStated,1.0,334373.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Unanswered,Unanswered,,338132.0,03/16/2022
8389457004,04/08/2020,1084,PPP,THE LAUNDRY GROUP LLC,300 E 5TH AVE,ANCHORAGE,AK,99501-2633,09/28/2021,Paid in Full,24,100,327600.0,327600.0,0.0,,116975,Northrim Bank,3111 'C' St,ANCHORAGE,AK,99503,U,Y,Y,Existing or more than 2 years old,ANCHORAGE,ANCHORAGE,AK,99501-2633,AK-,48.0,812320,Unanswered,Not Hispanic or Latino,,327600.0,,,,,,Limited  Liability Company(LLC),116975,Northrim Bank,ANCHORAGE,AK,Male Owned,Non-Veteran,,332060.75,08/31/2021
