Listing,Date,Keyword,State,City,Category,Sub Category,Listing URL,Potential,Numbered Date,Country, Date Searched
Looking for 35 to 40 downeast, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Florida, Gainesville, For Sale-Wanted, Boat Parts, https://gainesville.craigslist.org/boa/d/greenland-looking-for-35-to-40-downeast/7024237289.html,Want,2019-11-21,US,2019-11-21
WE WANT UNWANTED HOMES AND ALL CONTENTS - NO ESTATE SALE NECESSARY!, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Florida, Jacksonville, For Sale-Wanted, Wanted, https://jacksonville.craigslist.org/wan/d/atlantic-beach-we-want-unwanted-homes/7007371220.html,Want,2019-11-21,US,2019-11-21
2015 Entegra Anthem, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Florida, Lakeland, For Sale-Wanted, RVs, https://lakeland.craigslist.org/rvs/d/polk-city-2015-entegra-anthem/7024240028.html,,2019-11-21,US,2019-11-21
Need private money for waterfront home- 65% ltv, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Florida, Orlando, For Sale-Wanted, Wanted, https://orlando.craigslist.org/wan/d/englewood-need-private-money-for/7010644418.html,Want,2019-11-21,US,2019-11-21
Waterfront home for sale, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Florida, Pensacola, For Sale-Wanted, General, https://pensacola.craigslist.org/for/d/milton-waterfront-home-for-sale/7024339520.html,,2019-11-21,US,2019-11-21
Porsche 1954 Pre-A Speedster, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Colorado, Boulder, For Sale-Wanted, Cars And Trucks, https://denver.craigslist.org/cto/d/boulder-porsche-1954-pre-speedster/7024500448.html,,2019-11-21,US,2019-11-21
Porsche 1954 Pre-A Speedster, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Colorado, Denver, For Sale-Wanted, Cars And Trucks, https://denver.craigslist.org/cto/d/boulder-porsche-1954-pre-speedster/7024500448.html,,2019-11-21,US,2019-11-21
Must see House, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Colorado, Denver, For Sale-Wanted, General, https://denver.craigslist.org/for/d/colorado-springs-must-see-house/7015751326.html,,2019-11-21,US,2019-11-21
HOUSE BOAT 67&#39; PLUCKEBAUM BAYMASTER COASTAL CRUISER - -, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Kentucky, Louisville, For Sale-Wanted, Boat Parts, https://louisville.craigslist.org/boa/d/channahon-house-boat-67-pluckebaum/7008574204.html,,2019-11-21,US,2019-11-21
Guinea Pig for Re-Home, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Virginia, Harrisonburg, For Sale-Wanted, General, https://harrisonburg.craigslist.org/for/d/stanley-guinea-pig-for-re-home/7024380860.html,,2019-11-21,US,2019-11-21
Cash Paid 4 Vintage Costume Jewelry & Old Pocket Watches, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Maryland, Baltimore, For Sale-Wanted, Wanted, https://baltimore.craigslist.org/wan/d/cash-paid-4-vintage-costume-jewelry-old/7011334521.html,,2019-11-21,US,2019-11-21
Cash Paid 4 Antiques & Household Items, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Maryland, Baltimore, For Sale-Wanted, Household, https://baltimore.craigslist.org/hsh/d/cash-paid-4-antiques-household-items/7022417685.html,,2019-11-21,US,2019-11-21
2014 Newmar Dutch Star 4369, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Michigan, Grand Rapids, For Sale-Wanted, RVs, https://grandrapids.craigslist.org/rvd/d/grand-rapids-2014-newmar-dutch-star-4369/7024304259.html,,2019-11-21,US,2019-11-21
We Buy NASCAR Racing Suits and Crew Shirt, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Charlotte, For Sale-Wanted, Wanted, https://charlotte.craigslist.org/wan/d/mooresville-we-buy-nascar-racing-suits/7020128753.html,,2019-11-21,US,2019-11-21
Land For Sale, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, North Carolina, Charlotte, For Sale-Wanted, General, https://charlotte.craigslist.org/for/d/stanley-land-for-sale/7024449684.html,,2019-11-21,US,2019-11-21
Perfect location Lower Garden District, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Louisiana, New Orleans, For Sale-Wanted, General, https://neworleans.craigslist.org/for/d/new-orleans-perfect-location-lower/7014126046.html,,2019-11-21,US,2019-11-21
LAVADORAS Y SECADORES COMERCIALES, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Utah, Salt Lake City, For Sale-Wanted, Appliance by Owner, https://saltlakecity.craigslist.org/app/d/cheyenne-lavadoras-secadores-comerciales/7024369183.html,,2019-11-21,US,2019-11-21
$200/300/400 GRANITE SLABS FOR COUNTERTOPS/DRIVE A LITTLE SAVE ALOT!!!, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Utah, St George, For Sale-Wanted, Household, https://stgeorge.craigslist.org/hsh/d/granite-slabs-for-countertops-drive/7009666703.html,,2019-11-21,US,2019-11-21
Cabin By Donnelly For Sale By Owner, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Idaho, Boise, For Sale-Wanted, General, https://boise.craigslist.org/for/d/donnelly-cabin-by-donnelly-for-sale-by/7014019474.html,,2019-11-21,US,2019-11-21
Beds Sofas Chests & Dinettes & Decor, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Kansas, Wichita, For Sale-Wanted, Furniture, https://wichita.craigslist.org/fuo/d/wichita-beds-sofas-chests-dinettes-decor/7011349225.html,,2019-11-21,US,2019-11-21
2018 Newmar Dutch Star 3718, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Tennessee, Memphis, For Sale-Wanted, RVs, https://memphis.craigslist.org/rvd/d/little-rock-2018-newmar-dutch-star-3718/7024512540.html,,2019-11-21,US,2019-11-21
3 bedroom 2 bath 35 minutes from Nashville, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Tennessee, Nashville, For Sale-Wanted, General, https://nashville.craigslist.org/for/d/white-bluff-3-bedroom-2-bath-35-minutes/7023113395.html,,2019-11-21,US,2019-11-21
Ducks, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Tennessee, Nashville, For Sale-Wanted, Farm and Garden, https://nashville.craigslist.org/grd/d/red-boiling-springs-ducks/7024274136.html,,2019-11-21,US,2019-11-21
****Metal wanted****, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Pennsylvania, Philadelphia, For Sale-Wanted, Wanted, https://philadelphia.craigslist.org/wan/d/metal-wanted/7024241953.html,Want,2019-11-21,US,2019-11-21
2019 Lamborghini Urus, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Pennsylvania, Pittsburgh, For Sale-Wanted, Cars And by Dealer, https://pittsburgh.craigslist.org/ctd/d/cuyahoga-falls-2019-lamborghini-urus/7024436667.html,,2019-11-21,US,2019-11-21
===> I BUY iPHONE 11 / 11 PRO / 11 PRO MAX / XS / XR / X / iPAD / MAC, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, Austin, For Sale-Wanted, Wanted, https://austin.craigslist.org/wad/d/austin-buy-iphone-pro-11-pro-max-xs-xr/7024247858.html,,2019-11-21,US,2019-11-21
1971 OLDSMOBILE CUTLASS S 350 ROCKET AUTOMATIC-SEMI PROJECT  CLASSIC, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, El Paso, For Sale-Wanted, Auto Parts by Owner, https://elpaso.craigslist.org/pts/d/el-paso-1971-oldsmobile-cutlass-350/7016235410.html,,2019-11-21,US,2019-11-21
CONCRETE SLAB SPECIALS 10X10 $475 20X20 $950, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, El Paso, For Sale-Wanted, General, https://elpaso.craigslist.org/for/d/el-paso-concrete-slab-specials-10x-x20/7024284386.html,,2019-11-21,US,2019-11-21
unrestricted rural land, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, Houston, For Sale-Wanted, Farm and Garden, https://houston.craigslist.org/grd/d/beasley-unrestricted-rural-land/7024425299.html,,2019-11-21,US,2019-11-21
unrestricted rural land, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, Houston, For Sale-Wanted, Farm and Garden, https://houston.craigslist.org/grd/d/beasley-unrestricted-rural-land/7024425572.html,,2019-11-21,US,2019-11-21
Wanted Jeep wrangler, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, Houston, For Sale-Wanted, Cars And by Dealer, https://houston.craigslist.org/ctd/d/houston-wanted-jeep-wrangler/7024418062.html,Want,2019-11-21,US,2019-11-21
HVAC Business Wanted, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, Houston, For Sale-Wanted, Wanted, https://houston.craigslist.org/wan/d/sugar-land-hvac-business-wanted/7008738854.html,Want,2019-11-21,US,2019-11-21
Plumbing Business Wanted, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Texas, Houston, For Sale-Wanted, Wanted, https://houston.craigslist.org/wan/d/sugar-land-plumbing-business-wanted/7008741979.html,Want,2019-11-21,US,2019-11-21
INTRO OFFER: Discover will match ALL the cash back you&#39;ve earned, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Cell Phones, https://washingtondc.craigslist.org/nva/mob/d/falls-church-intro-offer-discover-will/7019250573.html,,2019-11-21,US,2019-11-21
Hazme pensar maldita  estaremos fuera de orden. Subimos demasiado al, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Cell Phones, https://washingtondc.craigslist.org/doc/mob/d/washington-hazme-pensar-maldita/7005550138.html,,2019-11-21,US,2019-11-21
WATER/BAY VIEW 4 Br 2Bath 1752 SQFt HOUSE/LOT TO BE DEVELOP IN 2 LOTS, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, General, https://washingtondc.craigslist.org/mld/for/d/saint-leonard-water-bay-view-4-br-2bath/7018548034.html,,2019-11-21,US,2019-11-21
STEELCASE LEAP & THINK OFFICE CHAIRS, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Furniture, https://washingtondc.craigslist.org/mld/fuo/d/silver-spring-steelcase-leap-think/7024349083.html,,2019-11-21,US,2019-11-21
STEELCASE LEAP & THINK OFFICE CHAIRS, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Furniture, https://washingtondc.craigslist.org/mld/fuo/d/silver-spring-steelcase-leap-think/7024348625.html,,2019-11-21,US,2019-11-21
animated series She-Ra and the Princesses, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Cell Phones, https://washingtondc.craigslist.org/nva/mob/d/springfield-animated-series-she-ra-and/7007020000.html,,2019-11-21,US,2019-11-21
House-Hobby Farm For Sale, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Farm and Garden, https://washingtondc.craigslist.org/doc/grd/d/front-royal-house-hobby-farm-for-sale/7024301797.html,,2019-11-21,US,2019-11-21
Critters3 is aAmerican science fiction, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Cell Phones, https://washingtondc.craigslist.org/doc/mob/d/washington-critters3-is-aamerican/7006994358.html,,2019-11-21,US,2019-11-21
Home for Sale by Owner, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, General, https://washingtondc.craigslist.org/nva/for/d/annandale-home-for-sale-by-owner/7024271220.html,,2019-11-21,US,2019-11-21
A shape bounces into a circuit. When will a widest headache reckon acr, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, Cell Phones, https://washingtondc.craigslist.org/nva/mob/d/annandale-shape-bounces-into-circuit/7007207743.html,,2019-11-21,US,2019-11-21
gorgeous House, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, District of Columbia, Washington, For Sale-Wanted, General, https://washingtondc.craigslist.org/doc/for/d/rouzerville-gorgeous-house/7024215087.html,,2019-11-21,US,2019-11-21
Porsche 1954 Pre-A Speedster, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Illinois, Chicago, For Sale-Wanted, Cars And Trucks, https://chicago.craigslist.org/chc/cto/d/boulder-porsche-1954-pre-speedster/7024509121.html,,2019-11-21,US,2019-11-21
HOUSE BOAT 67&#39; PLUCKEBAUM BAYMASTER COASTAL CRUISER -, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Illinois, Chicago, For Sale-Wanted, Boat Parts, https://chicago.craigslist.org/sox/boa/d/house-boat-67-pluckebaum-baymaster/7022939824.html,,2019-11-21,US,2019-11-21
Toy space ray guns / cap guns wanted., Nov 21, &excats=134-40&min_price=200000&max_price=1000000, Oregon, Portland, For Sale-Wanted, Wanted, https://portland.craigslist.org/mlt/wan/d/portland-toy-space-ray-guns-cap-guns/7024373573.html,Want,2019-11-21,US,2019-11-21
2018 Ferrari 488 - VEHICLES AND BOATS!, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, New York, Albany, For Sale-Wanted, Cars And by Dealer, https://albany.craigslist.org/ctd/d/glens-falls-2018-ferrari-vehicles-and/7024433102.html,,2019-11-21,US,2019-11-21
2004 Sea Ray 68 Super Sport - VEHICLES AND BOATS!, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, New York, Albany, For Sale-Wanted, Cars And by Dealer, https://albany.craigslist.org/ctd/d/glens-falls-2004-sea-ray-68-super-sport/7024430813.html,,2019-11-21,US,2019-11-21
Chevy 99-07 DOORS, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, New York, Hudson Valley, For Sale-Wanted, Auto Parts by Owner, https://hudsonvalley.craigslist.org/pts/d/kingston-chevy-doors/7024244703.html,,2019-11-21,US,2019-11-21
DODGE 3RD GEN DOORS 02-07, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, New York, Hudson Valley, For Sale-Wanted, Auto Parts by Owner, https://hudsonvalley.craigslist.org/pts/d/kingston-dodge-3rd-gen-doors-02-07/7024244651.html,,2019-11-21,US,2019-11-21
Buying all iPhones/iPads/Tv&#39;s/MacBooks/iMacs/electronics!, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, New Jersey, South Jersey, For Sale-Wanted, Wanted, https://southjersey.craigslist.org/wan/d/buying-all-iphones-ipads-tvs-macbooks/7017316756.html,,2019-11-21,US,2019-11-21
House for sale By Owner, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Inland Empire, For Sale-Wanted, General, https://inlandempire.craigslist.org/for/d/rialto-house-for-sale-by-owner/7014141230.html,,2019-11-21,US,2019-11-21
Porsche 1954 Pre-A Speedster, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Cars And Trucks, https://losangeles.craigslist.org/lac/cto/d/boulder-porsche-1954-pre-speedster/7024525358.html,,2019-11-21,US,2019-11-21
We buy hino-ud-isuzu-frr npr nrr, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Wanted, https://losangeles.craigslist.org/lac/wan/d/ontario-we-buy-hino-ud-isuzu-frr-npr-nrr/7024439580.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7024448239.html,,2019-11-21,US,2019-11-21
We buy hino-ud-isuzu-frr npr nrr, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Wanted, https://losangeles.craigslist.org/lac/wan/d/ontario-we-buy-hino-ud-isuzu-frr-npr-nrr/7024439320.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7024447834.html,,2019-11-21,US,2019-11-21
We buy houses  FAST, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Wanted, https://losangeles.craigslist.org/lac/wan/d/el-monte-we-buy-houses-fast/7024417851.html,,2019-11-21,US,2019-11-21
DUPLEX FIXER NEAR USC, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/los-angeles-duplex-fixer-near-usc/7024383307.html,,2019-11-21,US,2019-11-21
PROPERTY AVAILABLE NOW...., Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/panorama-city-property-available-now/7024384475.html,,2019-11-21,US,2019-11-21
PROPERTY DELIVERED VACANT!!!, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/los-angeles-property-delivered-vacant/7024383738.html,,2019-11-21,US,2019-11-21
RECARO SEATS WE BUY SEATS IN ANY CONDITION, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Auto Parts by Owner, https://losangeles.craigslist.org/lgb/pts/d/recaro-seats-we-buy-seats-in-any/7024368023.html,,2019-11-21,US,2019-11-21
trade  home for yacht, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Boat Parts, https://losangeles.craigslist.org/lgb/boa/d/las-vegas-trade-home-for-yacht/7010817586.html,,2019-11-21,US,2019-11-21
RECARO SEATS WE BUY SEATS IN ANY CONDITION, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Auto Parts by Owner, https://losangeles.craigslist.org/lgb/pts/d/recaro-seats-we-buy-seats-in-any/7007158834.html,,2019-11-21,US,2019-11-21
RECARO SEATS WE BUY SEATS IN ANY CONDITION, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Auto Parts by Owner, https://losangeles.craigslist.org/lgb/pts/d/recaro-seats-we-buy-seats-in-any/7007158453.html,,2019-11-21,US,2019-11-21
PORSCHE RECARO SEATS WE BUY SEATS IN ANY CONDITION, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Auto Parts by Owner, https://losangeles.craigslist.org/lgb/pts/d/porsche-recaro-seats-we-buy-seats-in/7022190634.html,,2019-11-21,US,2019-11-21
Forklift Buyers $$ Cash $ Trucks  heavy equipment buyer, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Wanted, https://losangeles.craigslist.org/sgv/wan/d/beverly-hills-forklift-buyers-cash/7016151219.html,,2019-11-21,US,2019-11-21
we buy Forklifts $$ Cash $ Trucks  heavy equipment buyer, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, Wanted, https://losangeles.craigslist.org/lac/wan/d/los-angeles-we-buy-forklifts-cash/7006110184.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7020515568.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7020516037.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7018622127.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7006739805.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7019874413.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7019988144.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7018621840.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7018622415.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7019873941.html,,2019-11-21,US,2019-11-21
Forklift for Sale TOYOTA  LIFT Rentals, Nov 21, &excats=134-40&min_price=200000&max_price=1000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale/7010741908.html,,2019-11-21,US,2019-11-21
