Listing,Date,Keyword,State,City,Category,Sub Category,Listing URL,Potential,Numbered Date,Country, Date Searched
Broken arcades / jukeboxes /pinballs/ skee ball wanted, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Missouri, St Louis, For Sale-Wanted, Video Gaming, https://stlouis.craigslist.org/vgm/d/catawissa-broken-arcades-jukeboxes/7011160346.html,Want,2019-11-21,US,2019-11-21
Toy space ray guns / cap guns wanted., Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Oregon, Portland, For Sale-Wanted, Wanted, https://portland.craigslist.org/mlt/wan/d/portland-toy-space-ray-guns-cap-guns/7024373573.html,Want,2019-11-21,US,2019-11-21
WANTED FISHING RODS REELS AND TACKLE TOP DOLLAR PAID, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, New York, Long Island, For Sale-Wanted, Wanted, https://longisland.craigslist.org/wan/d/wanted-fishing-rods-reels-and-tackle/7007378693.html,Want,2019-11-21,US,2019-11-21
Looking for 1 to 10 acres, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Montana, Billings, For Sale-Wanted, Wanted, https://billings.craigslist.org/wan/d/billings-looking-for-1-to-10-acres/7019683415.html,Want,2019-11-21,US,2019-11-21
Record Collection 45&#39;s, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Michigan, Grand Rapids, For Sale-Wanted, Furniture, https://grandrapids.craigslist.org/fuo/d/grandville-record-collection-45s/7014658394.html,,2019-11-21,US,2019-11-21
Full Blood Heeler Puppies, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Arkansas, Fort Smith, For Sale-Wanted, Farm and Garden, https://fortsmith.craigslist.org/grd/d/sallisaw-full-blood-heeler-puppies/7024330728.html,,2019-11-21,US,2019-11-21
Two Disks -- JD BWA and IH, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Iowa, Iowa City, For Sale-Wanted, Farm and Garden, https://iowacity.craigslist.org/grd/d/osceola-two-disks-jd-bwa-and-ih/7024428642.html,,2019-11-21,US,2019-11-21
Cash Paid 4 Vintage Costume Jewelry & Old Pocket Watches, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Maryland, Baltimore, For Sale-Wanted, Wanted, https://baltimore.craigslist.org/wan/d/cash-paid-4-vintage-costume-jewelry-old/7011334521.html,,2019-11-21,US,2019-11-21
Cash Paid 4 Antiques & Household Items, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Maryland, Baltimore, For Sale-Wanted, Household, https://baltimore.craigslist.org/hsh/d/cash-paid-4-antiques-household-items/7022417685.html,,2019-11-21,US,2019-11-21
Vintage Kirby Vac&#39;s, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Oklahoma, Lawton, For Sale-Wanted, Antique By Owner, https://lawton.craigslist.org/atq/d/lawton-vintage-kirby-vacs/7008706656.html,,2019-11-21,US,2019-11-21
Walkers four wheel with seat & two wheel standard se store for pricing, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Oklahoma, Tulsa, For Sale-Wanted, Health And Beauty, https://tulsa.craigslist.org/had/d/tulsa-walkers-four-wheel-with-seat-two/7024489875.html,,2019-11-21,US,2019-11-21
Medical/ handicap equipment used, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Oklahoma, Tulsa, For Sale-Wanted, Health And Beauty, https://tulsa.craigslist.org/had/d/tulsa-medical-handicap-equipment-used/7024484818.html,,2019-11-21,US,2019-11-21
===> I BUY iPHONE 11 / 11 PRO / 11 PRO MAX / XS / XR / X / iPAD / MAC, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Texas, Austin, For Sale-Wanted, Wanted, https://austin.craigslist.org/wad/d/austin-buy-iphone-pro-11-pro-max-xs-xr/7024247858.html,,2019-11-21,US,2019-11-21
1957 CHEVY BEL AIR CAR OR STATION WAGON FRONT FENDERS, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Texas, El Paso, For Sale-Wanted, Auto Parts by Owner, https://elpaso.craigslist.org/pts/d/el-paso-1957-chevy-bel-air-car-or/7012285935.html,,2019-11-21,US,2019-11-21
1967 1968 Mustang Parts, Nov 21, &excats=134-40&min_price=1000000&max_price=2000000, Texas, El Paso, For Sale-Wanted, Auto Parts by Owner, https://elpaso.craigslist.org/pts/d/el-paso-mustang-parts/7015502249.html,,2019-11-21,US,2019-11-21
Looking for 04-08 Acura TL parts., Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, New Mexico, Albuquerque, For Sale-Wanted, Auto Parts by Owner, https://albuquerque.craigslist.org/pts/d/albuquerque-looking-for-acura-tl-parts/7017856281.html,Want,2019-11-20,US,2019-11-21
General Business site, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, North Carolina, Charlotte, For Sale-Wanted, General, https://charlotte.craigslist.org/for/d/stanfield-general-business-site/7013289244.html,,2019-11-20,US,2019-11-21
commercial lots, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, North Carolina, Charlotte, For Sale-Wanted, General, https://charlotte.craigslist.org/for/d/stanfield-commercial-lots/7011763812.html,,2019-11-20,US,2019-11-21
HUSQVARNA PUSH MOWER BLACK FRIDAY SAVINGS!!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, North Carolina, Charlotte, For Sale-Wanted, Farm and Garden, https://charlotte.craigslist.org/grd/d/lexington-husqvarna-push-mower-black/7023862595.html,,2019-11-20,US,2019-11-21
Burial plots, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Pennsylvania, Lancaster, For Sale-Wanted, General, https://reading.craigslist.org/for/d/lancaster-burial-plots/7018463203.html,,2019-11-20,US,2019-11-21
****Metal wanted****, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Pennsylvania, Philadelphia, For Sale-Wanted, Wanted, https://philadelphia.craigslist.org/wan/d/metal-wanted/7023602931.html,Want,2019-11-20,US,2019-11-21
!!!3 Tanks for SALE URGENT!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Pennsylvania, Pittsburgh, For Sale-Wanted, General, https://pittsburgh.craigslist.org/for/d/butler-3-tanks-for-sale-urgent/7023873754.html,,2019-11-20,US,2019-11-21
Original pokemon cards, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Pennsylvania, Reading, For Sale-Wanted, Collectibles, https://reading.craigslist.org/clt/d/reading-original-pokemon-cards/7024035864.html,,2019-11-20,US,2019-11-21
Burial plots, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Pennsylvania, Reading, For Sale-Wanted, General, https://reading.craigslist.org/for/d/lancaster-burial-plots/7018463203.html,,2019-11-20,US,2019-11-21
WE PAY CASH FOR BRAND NEW AND USED SMARTPHONES, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, California, Los Angeles, For Sale-Wanted, Wanted, https://losangeles.craigslist.org/lac/wad/d/los-angeles-we-pay-cash-for-brand-new/7023984187.html,,2019-11-20,US,2019-11-21
CASH FOR IPHONES !!! CASH FOR IPHONES ANSD SMARTPHONES, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, California, Los Angeles, For Sale-Wanted, Wanted, https://losangeles.craigslist.org/lac/wad/d/los-angeles-cash-for-iphones-cash-for/7023770620.html,,2019-11-20,US,2019-11-21
Mansion in Beverly Hills, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/sgv/for/d/beverly-hills-mansion-in-beverly-hills/7023662209.html,,2019-11-20,US,2019-11-21
Forklift For Sale 2015 Hyster 8K, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale-2015/7019303485.html,,2019-11-20,US,2019-11-21
Forklift For Sale 2015 Hyster 8K, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, California, Los Angeles, For Sale-Wanted, General, https://losangeles.craigslist.org/lac/for/d/huntington-park-forklift-for-sale-2015/7014083855.html,,2019-11-20,US,2019-11-21
Want to sell your classic American or European vehicle call me cash -, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, California, Sacramento, For Sale-Wanted, Wanted, https://sacramento.craigslist.org/wan/d/elk-grove-want-to-sell-your-classic/7023668139.html,Want,2019-11-20,US,2019-11-21
EU Ambassadorship, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, District of Columbia, Washington, For Sale-Wanted, General, https://washingtondc.craigslist.org/doc/for/d/washington-eu-ambassadorship/7023933368.html,,2019-11-20,US,2019-11-21
Rare Nancy PELOSI & HILLARY CLINTON Bobblehead Dolls, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, District of Columbia, Washington, For Sale-Wanted, Collectibles, https://washingtondc.craigslist.org/doc/clt/d/sandusky-rare-nancy-pelosi-hillary/7020335132.html,,2019-11-20,US,2019-11-21
FORD 5.4 GT500 & SCJ PARTS, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Connecticut, Hartford, For Sale-Wanted, Auto Parts by Owner, https://hartford.craigslist.org/pts/d/gray-ford-54-gt500-scj-parts/7007283639.html,,2019-11-20,US,2019-11-21
CHICAGO BEARS TICKETS AT FACE VALUE - FRONT ROW SEATS IN UNITED CLUB, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Chicago, For Sale-Wanted, Tickets, https://chicago.craigslist.org/nwi/tix/d/chicago-bears-tickets-at-face-value/7018784538.html,,2019-11-20,US,2019-11-21
EU Ambassadorship, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Chicago, For Sale-Wanted, General, https://chicago.craigslist.org/chc/for/d/washington-eu-ambassadorship/7023929439.html,,2019-11-20,US,2019-11-21
WANTED FE FORD ENGINES/PARTS  390 391trk 406 410 427 428, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Chicago, For Sale-Wanted, Wanted, https://chicago.craigslist.org/sox/wan/d/wanted-fe-ford-engines-parts-trk/7011202704.html,Want,2019-11-20,US,2019-11-21
WANTED: TAN CHEVY TRUCK SEATS, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Chicago, For Sale-Wanted, Wanted, https://chicago.craigslist.org/sox/wan/d/wanted-tan-chevy-truck-seats/7019911958.html,Want,2019-11-20,US,2019-11-21
NEW Semi Trailer Doors (With seals), Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Chicago, For Sale-Wanted, General, https://chicago.craigslist.org/sox/for/d/chicago-new-semi-trailer-doors-with/7009400146.html,,2019-11-20,US,2019-11-21
Miscellaneous items, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Rockford, For Sale-Wanted, General, https://rockford.craigslist.org/for/d/rockford-miscellaneous-items/7024015674.html,,2019-11-20,US,2019-11-21
Electronics and decor, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Rockford, For Sale-Wanted, General, https://rockford.craigslist.org/for/d/rockford-electronics-and-decor/7023982017.html,,2019-11-20,US,2019-11-21
Clothing lot, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Illinois, Rockford, For Sale-Wanted, General, https://rockford.craigslist.org/for/d/rockford-clothing-lot/7023942196.html,,2019-11-20,US,2019-11-21
DRUMS  Alesis D4&#39;s, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Florida, Lakeland, For Sale-Wanted, Musical Instruments, https://lakeland.craigslist.org/msg/d/drums-alesis-d4s/7021969006.html,,2019-11-20,US,2019-11-21
Liquidating 36 Dodge bros Coupe, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Colorado, Denver, For Sale-Wanted, Cars And by Dealer, https://denver.craigslist.org/ctd/d/choteau-liquidating-36-dodge-bros-coupe/7023562893.html,,2019-11-20,US,2019-11-21
Toyota can and frame need gone asap, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Oregon, Bend, For Sale-Wanted, Auto Parts by Owner, https://bend.craigslist.org/pts/d/powell-butte-toyota-can-and-frame-need/7024133466.html,Want,2019-11-20,US,2019-11-21
1987 toyota pickup, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Oregon, Portland, For Sale-Wanted, Auto Parts by Owner, https://portland.craigslist.org/wsc/pts/d/sherwood-1987-toyota-pickup/7019650926.html,,2019-11-20,US,2019-11-21
Blacksmith Tools  large selection Now 15% Off, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Oregon, Portland, For Sale-Wanted, Tools, https://portland.craigslist.org/clc/tls/d/boring-blacksmith-tools-large-selection/7011211496.html,,2019-11-20,US,2019-11-21
Fisher minute mount v plow, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, New York, Rochester, For Sale-Wanted, Auto Parts by Owner, https://rochester.craigslist.org/pts/d/marion-fisher-minute-mount-plow/7024169300.html,,2019-11-20,US,2019-11-21
Wanted-Load to Haul to Arizona??, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Montana, Missoula, For Sale-Wanted, Wanted, https://missoula.craigslist.org/wan/d/paradise-wanted-load-to-haul-to-arizona/7005535695.html,Want,2019-11-20,US,2019-11-21
Empty 1 Ton Pickup looking for Load going to Arizona?, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Montana, Missoula, For Sale-Wanted, General, https://missoula.craigslist.org/for/d/paradise-empty-1-ton-pickup-looking-for/7005544525.html,Want,2019-11-20,US,2019-11-21
Ca$h For Comic Books/Comics!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Louisiana, Monroe, For Sale-Wanted, Wanted, https://monroe.craigslist.org/wan/d/monroe-cah-for-comic-books-comics/7024177306.html,,2019-11-20,US,2019-11-21
Merc Outboards-Project Motors, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Massachusetts, Boston, For Sale-Wanted, Boat Parts, https://boston.craigslist.org/nos/bpo/d/haverhill-merc-outboards-project-motors/7023597514.html,,2019-11-20,US,2019-11-21
Pretty Decorative items!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Ohio, Cincinnati, For Sale-Wanted, General, https://cincinnati.craigslist.org/for/d/mason-pretty-decorative-items/7019287594.html,,2019-11-20,US,2019-11-21
plumbing  threding  bending   cutting, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Ohio, Columbus, For Sale-Wanted, Tools, https://columbus.craigslist.org/tls/d/plumbing-threding-bending-cutting/7023997525.html,,2019-11-20,US,2019-11-21
stuff i got for sale or trade, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Ohio, Columbus, For Sale-Wanted, General, https://columbus.craigslist.org/for/d/stuff-got-for-sale-or-trade/7023992903.html,,2019-11-20,US,2019-11-21
Buy and Sell 04-09 broken Prius also parts cars, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Arizona, Phoenix, For Sale-Wanted, Cars And Trucks, https://phoenix.craigslist.org/nph/cto/d/phoenix-buy-and-sell-broken-prius-also/7023901807.html,,2019-11-20,US,2019-11-21
Drywall Repair / Acoustic removal / Water damage, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Arizona, Phoenix, For Sale-Wanted, General, https://phoenix.craigslist.org/wvl/for/d/glendale-drywall-repair-acoustic/7006460145.html,,2019-11-20,US,2019-11-21
Auto shop equipment, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Arizona, Phoenix, For Sale-Wanted, Tools, https://phoenix.craigslist.org/evl/tls/d/tempe-auto-shop-equipment/7006601187.html,,2019-11-20,US,2019-11-21
Wanted-Load or Trailer Needing Haul to Arizona?, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Arizona, Yuma, For Sale-Wanted, General, https://yuma.craigslist.org/for/d/paradise-wanted-load-or-trailer-needing/7020579834.html,Want,2019-11-20,US,2019-11-21
Ca$h For Comic Books/Comics!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Tennessee, Chattanooga, For Sale-Wanted, Wanted, https://chattanooga.craigslist.org/wan/d/cah-for-comic-books-comics/7024177071.html,,2019-11-20,US,2019-11-21
wanted lego collections cash paid, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Tennessee, Knoxville, For Sale-Wanted, Wanted, https://knoxville.craigslist.org/wan/d/maryville-wanted-lego-collections-cash/7024041967.html,Want,2019-11-20,US,2019-11-21
im looking for a good van or truck from 95 or older automatic, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Tennessee, Knoxville, For Sale-Wanted, Wanted, https://knoxville.craigslist.org/wan/d/maryville-im-looking-for-good-van-or/7008260570.html,Want,2019-11-20,US,2019-11-21
Ariens snow blower, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Michigan, Holland, For Sale-Wanted, Wanted, https://swmi.craigslist.org/wan/d/holland-ariens-snow-blower/7023680780.html,,2019-11-20,US,2019-11-21
One Million Prize Contest, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Nevada, Las Vegas, For Sale-Wanted, Baby Kids by Owner, https://lasvegas.craigslist.org/bab/d/las-vegas-one-million-prize-contest/7024202886.html,,2019-11-20,US,2019-11-21
We buy all ROLEX!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Nevada, Las Vegas, For Sale-Wanted, Wanted, https://lasvegas.craigslist.org/wad/d/henderson-we-buy-all-rolex/7024164780.html,,2019-11-20,US,2019-11-21
$$ GUITARS WANTED $$, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Nevada, Las Vegas, For Sale-Wanted, Wanted, https://lasvegas.craigslist.org/wan/d/las-vegas-guitars-wanted/7023694747.html,Want,2019-11-20,US,2019-11-21
Ca$h For Comic Books!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Arkansas, Little Rock, For Sale-Wanted, Wanted, https://littlerock.craigslist.org/wan/d/cah-for-comic-books/7023541761.html,,2019-11-20,US,2019-11-21
WTB  Rear Weight Bracket John Deere X700 Series, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Iowa, Des Moines, For Sale-Wanted, Farm and Garden, https://desmoines.craigslist.org/grd/d/nevada-wtb-rear-weight-bracket-john/7021946559.html,,2019-11-20,US,2019-11-21
Wanted.. Vintage bikes and pedal cars., Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Washington, Wenatchee, For Sale-Wanted, Wanted, https://wenatchee.craigslist.org/wan/d/wenatchee-wanted-vintage-bikes-and/7024125130.html,Want,2019-11-20,US,2019-11-21
Fine antiques wanted, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Washington, Wenatchee, For Sale-Wanted, Wanted, https://wenatchee.craigslist.org/wan/d/wenatchee-fine-antiques-wanted/7011850991.html,Want,2019-11-20,US,2019-11-21
Furniture-Make me an offer!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Maryland, Frederick, For Sale-Wanted, Furniture, https://frederick.craigslist.org/fuo/d/frederick-furniture-make-me-an-offer/7024158318.html,,2019-11-20,US,2019-11-21
660 Acre Ranch with house Lakes Take a look!, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Oklahoma, Oklahoma City, For Sale-Wanted, Farm and Garden, https://oklahomacity.craigslist.org/grd/d/savanna-660-acre-ranch-with-house-lakes/7021139800.html,,2019-11-20,US,2019-11-21
Hunters Paradise 570 Acres of awesome hunting, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Oklahoma, Tulsa, For Sale-Wanted, Farm and Garden, https://tulsa.craigslist.org/grd/d/savanna-hunters-paradise-570-acres-of/7021140527.html,,2019-11-20,US,2019-11-21
Antique Sattee, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Virginia, Harrisonburg, For Sale-Wanted, Antique By Owner, https://harrisonburg.craigslist.org/atq/d/harrisonburg-antique-sattee/7008433940.html,,2019-11-20,US,2019-11-21
Wanted Golf Cart, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Virginia, Richmond, For Sale-Wanted, Antique By Owner, https://richmond.craigslist.org/atq/d/richmond-wanted-golf-cart/7016892204.html,Want,2019-11-20,US,2019-11-21
Wanted Golf Cart, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Virginia, Richmond, For Sale-Wanted, Wanted, https://richmond.craigslist.org/wan/d/richmond-wanted-golf-cart/7019170919.html,Want,2019-11-20,US,2019-11-21
Wanted Golf Cart, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Virginia, Richmond, For Sale-Wanted, Farm and Garden, https://richmond.craigslist.org/grd/d/richmond-wanted-golf-cart/7014598384.html,Want,2019-11-20,US,2019-11-21
Wanted Golf Cart, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Virginia, Richmond, For Sale-Wanted, General, https://richmond.craigslist.org/for/d/richmond-wanted-golf-cart/7022443543.html,Want,2019-11-20,US,2019-11-21
BUYERS: Looking for Surplus in  your area, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Mississippi, Jackson, For Sale-Wanted, General, https://jackson.craigslist.org/for/d/clinton-buyers-looking-for-surplus-in/7013708143.html,Want,2019-11-20,US,2019-11-21
FORD 5.4 GT500 & SCJ PARTS, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Maine, Maine, For Sale-Wanted, Auto Parts by Owner, https://maine.craigslist.org/pts/d/gray-ford-54-gt500-scj-parts/7007281563.html,,2019-11-20,US,2019-11-21
Moblie home, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Maine, Maine, For Sale-Wanted, NA, https://maine.craigslist.org/tro/d/clinton-moblie-home/7023671275.html,,2019-11-20,US,2019-11-21
===> I BUY iPHONE 11 / 11 PRO / 11 PRO MAX / XS / XR / X / iPAD / MAC, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Texas, Austin, For Sale-Wanted, Wanted, https://austin.craigslist.org/wad/d/austin-buy-iphone-pro-11-pro-max-xs-xr/7023725423.html,,2019-11-20,US,2019-11-21
===> I BUY iPHONE 11 / 11 PRO / 11 PRO MAX / XS / XR / X / iPAD / MAC, Nov 20, &excats=134-40&min_price=1000000&max_price=2000000, Texas, Austin, For Sale-Wanted, Wanted, https://austin.craigslist.org/wad/d/austin-buy-iphone-pro-11-pro-max-xs-xr/7023599202.html,,2019-11-20,US,2019-11-21
Wanted Old camper, Nov 19, &excats=134-40&min_price=1000000&max_price=2000000, Wisconsin, Janesville, For Sale-Wanted, Wanted, https://janesville.craigslist.org/wan/d/lake-geneva-wanted-old-camper/7010028464.html,Want,2019-11-19,US,2019-11-21
