Listing,Date,Keyword,State,City,Category,Sub Category,Listing URL,Potential,Numbered Date,Country, Date Searched
2017 Cat 313FL GC Excavator, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Heavy Equipment, https://portland.craigslist.org/mlt/hvd/d/snohomish-2017-cat-313fl-gc-excavator/7024453065.html,,2019-11-21,US,2019-11-21
Jeep JK Rubicon suspension. Make offer., Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Auto Parts by Owner, https://portland.craigslist.org/yam/pts/d/newberg-jeep-jk-rubicon-suspension-make/7024427724.html,,2019-11-21,US,2019-11-21
2000 3988 Bayliner Command Bring, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Boat Parts, https://portland.craigslist.org/mlt/boa/d/portland-bayliner-command-bring/7021205337.html,,2019-11-21,US,2019-11-21
2001 404 Carver great shape with 370 cummins, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Boat Parts, https://portland.craigslist.org/mlt/boa/d/vancouver-carver-great-shape-with-370/7021205804.html,,2019-11-21,US,2019-11-21
2018 Land Rover Range Rover 4x4 4WD 5.0L V8 Supercharged Autobiography, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Cars And by Dealer, https://portland.craigslist.org/clc/ctd/d/gladstone-2018-land-rover-range-rover/7024422624.html,,2019-11-21,US,2019-11-21
2016 Cat 320EL RR Excavator, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Heavy Equipment, https://portland.craigslist.org/mlt/hvd/d/snohomish-2016-cat-320el-rr-excavator/7024406492.html,,2019-11-21,US,2019-11-21
2012 Komatsu PC200LC -8 Excavator, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Heavy Equipment, https://portland.craigslist.org/mlt/hvd/d/snohomish-2012-komatsu-pc200lc-8/7024399530.html,,2019-11-21,US,2019-11-21
Development property, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, General, https://portland.craigslist.org/mlt/for/d/portland-development-property/7024370604.html,,2019-11-21,US,2019-11-21
2015 Bobcat T770 w/Brand New Bradco MM60 Forestry Mulcher!! #2936, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Heavy Equipment, https://portland.craigslist.org/mlt/hvd/d/lake-oswego-2015-bobcat-t770-brand-new/7024358107.html,,2019-11-21,US,2019-11-21
2012 Ferrari 458 Italia   Coupe, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Cars And by Dealer, https://portland.craigslist.org/clc/ctd/d/gladstone-2012-ferrari-458-italia-coupe/7024329522.html,,2019-11-21,US,2019-11-21
2007 Peterbilt 379 Transfer or Daycab Rock tubs, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Heavy Equipment, https://portland.craigslist.org/clk/hvo/d/happy-valley-2007-peterbilt-379/7012661251.html,,2019-11-21,US,2019-11-21
2011 PETERBILT 14 WHEELER, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Oregon, Portland, For Sale-Wanted, Heavy Equipment, https://portland.craigslist.org/mlt/hvo/d/phoenix-2011-peterbilt-14-wheeler/7022043309.html,,2019-11-21,US,2019-11-21
2018 Robalo R242 Center Console, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, Jersey Shore, For Sale-Wanted, Boat Parts, https://jerseyshore.craigslist.org/boa/d/somers-point-2018-robalo-r242-center/7008929111.html,,2019-11-21,US,2019-11-21
generator  repair and servicing, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, Jersey Shore, For Sale-Wanted, Farm and Garden, https://jerseyshore.craigslist.org/grd/d/toms-river-generator-repair-and/7021309829.html,,2019-11-21,US,2019-11-21
Cash for Laptops  computers and computer equipment, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, South Jersey, For Sale-Wanted, Wanted, https://southjersey.craigslist.org/wan/d/haddonfield-cash-for-laptops-computers/7024363734.html,,2019-11-21,US,2019-11-21
Cash for Sonos and Bose and other stereo equipment, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, South Jersey, For Sale-Wanted, Wanted, https://southjersey.craigslist.org/wan/d/haddonfield-cash-for-sonos-and-bose-and/7024363577.html,,2019-11-21,US,2019-11-21
??Junk Cars Wanted????Dead or Alive??, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, South Jersey, For Sale-Wanted, Wanted, https://southjersey.craigslist.org/wan/d/pennsauken-junk-cars-wanteddead-or-alive/7021012142.html,Want,2019-11-21,US,2019-11-21
Viking 41&#39; Sportfish, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, South Jersey, For Sale-Wanted, Boat Parts, https://southjersey.craigslist.org/boa/d/ocean-city-viking-41-sportfish/7011395908.html,,2019-11-21,US,2019-11-21
Cars wanted ??Dead or Alive, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, South Jersey, For Sale-Wanted, Wanted, https://southjersey.craigslist.org/wan/d/pennsauken-cars-wanted-dead-or-alive/7006721997.html,Want,2019-11-21,US,2019-11-21
2018 Robalo R242 Center Console, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Jersey, South Jersey, For Sale-Wanted, Boat Parts, https://southjersey.craigslist.org/boa/d/somers-point-2018-robalo-r242-center/7008934987.html,,2019-11-21,US,2019-11-21
Commercial Real Estate for sale by owner, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Washington, Bellingham, For Sale-Wanted, General, https://bellingham.craigslist.org/for/d/anacortes-commercial-real-estate-for/7010148917.html,,2019-11-21,US,2019-11-21
44 Marine Trader, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Washington, Bellingham, For Sale-Wanted, Boat Parts, https://bellingham.craigslist.org/boa/d/blaine-44-marine-trader/7008744430.html,,2019-11-21,US,2019-11-21
Chiminea Folding Table & 2 Lawn Mowers, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Idaho, Boise, For Sale-Wanted, Farm and Garden, https://boise.craigslist.org/grd/d/nampa-chiminea-folding-table-2-lawn/7024566339.html,,2019-11-21,US,2019-11-21
4k Water Truck, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Idaho, Boise, For Sale-Wanted, Heavy Equipment, https://boise.craigslist.org/hvd/d/nampa-4k-water-truck/7024393817.html,,2019-11-21,US,2019-11-21
John Deere 6145R, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Idaho, East Idaho, For Sale-Wanted, Farm and Garden, https://eastidaho.craigslist.org/grd/d/great-falls-john-deere-6145r/7024535510.html,,2019-11-21,US,2019-11-21
2010 John Deere 7950, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Idaho, Twin Falls, For Sale-Wanted, Farm and Garden, https://twinfalls.craigslist.org/grq/d/twin-falls-2010-john-deere-7950/7024490149.html,,2019-11-21,US,2019-11-21
2011 CLAAS 960, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Idaho, Twin Falls, For Sale-Wanted, Farm and Garden, https://twinfalls.craigslist.org/grq/d/twin-falls-2011-claas-960/7024488362.html,,2019-11-21,US,2019-11-21
2003 Meridian Yacht 341 WITH COVERED SLIP, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Boat Parts, https://lasvegas.craigslist.org/boa/d/las-vegas-2003-meridian-yacht-341-with/7014499813.html,,2019-11-21,US,2019-11-21
AA@@#W 1PHONE X 256GB top BUYer(1PHONE 8 YYg, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-aaw-1phone-256gb-top/7009296706.html,,2019-11-21,US,2019-11-21
Looking for someone to refinance my property, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Wanted, https://lasvegas.craigslist.org/wan/d/las-vegas-looking-for-someone-to/7010469692.html,Want,2019-11-21,US,2019-11-21
BUYR!!Unlocked Samsung Galaxy S8 64 G!GAByte  UU&, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-buyrunlocked-samsung-galaxy/7009285397.html,,2019-11-21,US,2019-11-21
FRESH %% NEEd BOOST MOBILE/SPRINT=LOCK IPHONE &#39;X&#39;256GB op;&#39;, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-fresh-need-boost-mobile/7013493537.html,Want,2019-11-21,US,2019-11-21
2008 Motorhome, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, General, https://lasvegas.craigslist.org/for/d/henderson-2008-motorhome/7018381186.html,,2019-11-21,US,2019-11-21
NE##@W iPhone-X- 7 Plus 128GB LOCKED brand new for Verizon -[&#39;##, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-new-iphone-7-plus-128gb/7017319880.html,,2019-11-21,US,2019-11-21
CA@@#SH iPhone 8 Plus*LOCK*Brand New**iPhone X Noww WW, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-cash-iphone-8-pluslockbrand/7017239868.html,,2019-11-21,US,2019-11-21
FRES$%^H Seven EighT Pluss PASSCOD NEEEEED===iPHONE X -[;oo, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Nevada, Las Vegas, For Sale-Wanted, Cell Phones, https://lasvegas.craigslist.org/mob/d/las-vegas-fresh-seven-eight-pluss/7017230161.html,,2019-11-21,US,2019-11-21
2018 Volvo VNL64T780, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Wyoming, Wyoming, For Sale-Wanted, Heavy Equipment, https://wyoming.craigslist.org/hvo/d/casper-2018-volvo-vnl64t780/7024481477.html,,2019-11-21,US,2019-11-21
For Sale: 2.81 Acres, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Wyoming, Wyoming, For Sale-Wanted, General, https://wyoming.craigslist.org/for/d/ralston-for-sale-281-acres/7024358526.html,,2019-11-21,US,2019-11-21
2009 Peterbilt 365 Sleeper 90ft 23ton National 800D Boom Truck 525hp C, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Wyoming, Wyoming, For Sale-Wanted, Cars And by Dealer, https://wyoming.craigslist.org/ctd/d/2009-peterbilt-365-sleeper-90ft-23ton/7024229616.html,,2019-11-21,US,2019-11-21
2015 Bobcat T770 w/Brand New Bradco MM60 Forestry Mulcher!! #2936, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Maryland, Baltimore, For Sale-Wanted, Heavy Equipment, https://baltimore.craigslist.org/hvd/d/baltimore-2015-bobcat-t770-brand-new/7024334950.html,,2019-11-21,US,2019-11-21
2015 Bobcat T770 w/Brand New Bradco MM60 Forestry Mulcher!! #2936, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Mississippi, Jackson, For Sale-Wanted, Heavy Equipment, https://jackson.craigslist.org/hvd/d/clinton-2015-bobcat-t770-brand-new/7024539622.html,,2019-11-21,US,2019-11-21
2019 Sundowner Trailers 39&#39; Open Model Toy Hauler ALL ALUMINUM, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Mississippi, Jackson, For Sale-Wanted, NA, https://jackson.craigslist.org/trb/d/pearl-2019-sundowner-trailers-39-open/7024245378.html,,2019-11-21,US,2019-11-21
2015 Bobcat T770 w/Brand New Bradco MM60 Forestry Mulcher!! #2936, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Utah, Salt Lake City, For Sale-Wanted, Heavy Equipment, https://saltlakecity.craigslist.org/hvd/d/magna-2015-bobcat-t770-brand-new-bradco/7024512713.html,,2019-11-21,US,2019-11-21
Discos Stainless Lids Burner/Stands Comals n more, Nov 21, &excats=134-40&min_price=75000&max_price=199999, New Mexico, Albuquerque, For Sale-Wanted, General, https://albuquerque.craigslist.org/for/d/santa-fe-discos-stainless-lids-burner/7010237379.html,,2019-11-21,US,2019-11-21
operates greatKUBOTA M126GX, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Alabama, Dothan, For Sale-Wanted, Heavy Equipment, https://dothan.craigslist.org/hvo/d/tallahassee-operates-greatkubota-m126gx/7022347469.html,,2019-11-21,US,2019-11-21
2017 Rayco C100LGP, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Alabama, Dothan, For Sale-Wanted, Heavy Equipment, https://dothan.craigslist.org/hvd/d/tallahassee-2017-rayco-c100lgp/7024261095.html,,2019-11-21,US,2019-11-21
2015 Bobcat T770 w/Brand New Bradco MM60 Forestry Mulcher!! #2936, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Alabama, Mobile, For Sale-Wanted, Heavy Equipment, https://mobile.craigslist.org/hvd/d/creola-2015-bobcat-t770-brand-new/7024514023.html,,2019-11-21,US,2019-11-21
2017 D4K2 XL Caterpillar Dozer, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Alabama, Mobile, For Sale-Wanted, Heavy Equipment, https://mobile.craigslist.org/hvo/d/judsonia-2017-d4k2-xl-caterpillar-dozer/7024321901.html,,2019-11-21,US,2019-11-21
Sany SY215C EXCAVATOR - SAVE AT LEAST 40%, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Montana, Helena, For Sale-Wanted, Heavy Equipment, https://helena.craigslist.org/hvd/d/silverdale-sany-sy215c-excavator-save/7024340134.html,,2019-11-21,US,2019-11-21
2012 Fleetwood Southwind 35j RV, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, RVs, https://phoenix.craigslist.org/cph/rvs/d/chandler-2012-fleetwood-southwind-35j-rv/7024575599.html,,2019-11-21,US,2019-11-21
Motorhomes travel trailers wanted, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/evl/wan/d/gilbert-motorhomes-travel-trailers/7024507888.html,Want,2019-11-21,US,2019-11-21
Caterpillar 140H Motor Grader, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Heavy Equipment, https://phoenix.craigslist.org/evl/hvo/d/surprise-caterpillar-140h-motor-grader/7013279600.html,,2019-11-21,US,2019-11-21
Caterpillar 613C Scraper, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Heavy Equipment, https://phoenix.craigslist.org/evl/hvo/d/surprise-caterpillar-613c-scraper/7013274307.html,,2019-11-21,US,2019-11-21
2017 Bloomer  18&#39; SW 4 Horse Rear Side Load  (1818), Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, NA, https://phoenix.craigslist.org/evl/trb/d/mesa-2017-bloomer-18-sw-4-horse-rear/7024484282.html,,2019-11-21,US,2019-11-21
2015 Ferrari California T Convertible 2D, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Cars And by Dealer, https://phoenix.craigslist.org/nph/ctd/d/phoenix-2015-ferrari-california/7024433472.html,,2019-11-21,US,2019-11-21
Wittmann acres acreage LAND farm home lot 2.5 sun city surprise, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Farm and Garden, https://phoenix.craigslist.org/nph/grd/d/wittmann-wittmann-acres-acreage-land/7012561767.html,,2019-11-21,US,2019-11-21
Beautiful 5 acres in Prescott Valley Custom home Community, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, General, https://phoenix.craigslist.org/nph/for/d/beautiful-5-acres-in-prescott-valley/7006085511.html,,2019-11-21,US,2019-11-21
$$$$ IPhone Buyer XS Max Xs X iPad buyer MacBook For Cash, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Wanted, https://phoenix.craigslist.org/cph/wad/d/glendale-iphone-buyer-xs-max-xs-ipad/7024372856.html,,2019-11-21,US,2019-11-21
2007 ltz 400 part out, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, ATVs UTVs by Owner, https://phoenix.craigslist.org/evl/snw/d/mesa-2007-ltz-400-part-out/7017017933.html,,2019-11-21,US,2019-11-21
2015 Porsche 911 - Call 602-457-8280, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Cars And by Dealer, https://phoenix.craigslist.org/nph/ctd/d/scottsdale-2015-porsche-call/7024318534.html,,2019-11-21,US,2019-11-21
Landscape rock, Nov 21, &excats=134-40&min_price=75000&max_price=199999, Arizona, Phoenix, For Sale-Wanted, Materials, https://phoenix.craigslist.org/wvl/mat/d/glendale-landscape-rock/7024245062.html,,2019-11-21,US,2019-11-21
