LoanNumber,DateApproved,SBAOfficeCode,ProcessingMethod,BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,BorrowerZip,LoanStatusDate,LoanStatus,Term,SBAGuarantyPercentage,InitialApprovalAmount,CurrentApprovalAmount,UndisbursedAmount,FranchiseName,ServicingLenderLocationID,ServicingLenderName,ServicingLenderAddress,ServicingLenderCity,ServicingLenderState,ServicingLenderZip,RuralUrbanIndicator,HubzoneIndicator,LMIIndicator,BusinessAgeDescription,ProjectCity,ProjectCountyName,ProjectState,ProjectZip,CD,JobsReported,NAICSCode,Race,Ethnicity,UTILITIES_PROCEED,PAYROLL_PROCEED,MORTGAGE_INTEREST_PROCEED,RENT_PROCEED,REFINANCE_EIDL_PROCEED,HEALTH_CARE_PROCEED,DEBT_INTEREST_PROCEED,BusinessType,OriginatingLenderLocationID,OriginatingLender,OriginatingLenderCity,OriginatingLenderState,Gender,Veteran,NonProfit,ForgivenessAmount,ForgivenessDate
2473117307,04/29/2020,0951,PPP,TRANSPACIFIC INSURANCE BROKERS CORPORATION,402 E. MARINE CORPS DR,HAGATNA,GU,96910-5184,06/26/2021,Paid in Full,24,100,63395.0,63395.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,HAGATNA,GUAM,GU,96910-5184,GU-,7.0,524210,Unanswered,Unknown/NotStated,,63395.0,,,,,,Corporation,110625,Coast360 FCU,MAITE,GU,Unanswered,Unanswered,,64104.67,06/16/2021
5636868707,04/02/2021,0951,PPS,SOUTH PACIFIC DREAM CORP,388 S Marine Corps Dr Ste 101,Tamuning,GU,96913-3937,05/07/2022,Paid in Full,60,100,4000.0,4000.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,Tamuning,GUAM,GU,96913-3937,GU-,1.0,487210,Asian,Not Hispanic or Latino,1.0,3996.0,,,,,,Corporation,110625,Coast360 FCU,MAITE,GU,Male Owned,Unanswered,,4040.89,04/13/2022
5542598207,08/08/2020,0951,PPP,VITAL BUILDERS,131 CHALAN HITENG,YIGO,GU,96929-4301,05/13/2021,Paid in Full,60,100,11525.0,11525.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,YIGO,GUAM,GU,96929-4301,GU-,13.0,236115,Asian,Not Hispanic or Latino,,11525.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Male Owned,Unanswered,,11647.29,09/07/2021
5552628000,06/29/2020,0951,PPP,TRANSCEND INTERNATIONAL CORP.,"245 SAN VITORES RD., NIKKO HOTEL, GUN BEACH",TAMUNING,GU,96913-3104,04/09/2021,Paid in Full,60,100,133965.0,133965.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,TAMUNING,GUAM,GU,96913-3104,GU-,50.0,453991,Asian,Not Hispanic or Latino,,133965.0,,,,,,Corporation,110625,Coast360 FCU,MAITE,GU,Male Owned,Unanswered,,135457.22,08/12/2021
6149078006,06/29/2020,0951,PPP,BONITA TRADING COMPANY,43 FLAME TREE DRIVE,YONA,GU,96915-1227,04/09/2021,Paid in Full,60,100,12125.0,12125.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,YONA,GUAM,GU,96915-1227,GU-,5.0,451120,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,,12125.0,,,,,,Corporation,110625,Coast360 FCU,MAITE,GU,Female Owned,Unanswered,,12282.29,10/14/2021
9622588409,02/17/2021,0951,PPS,LEONILO C PADUA,136 CHALAN PADIRON HAYA,YIGO,GU,96929,02/04/2022,Paid in Full,60,100,3421.0,3421.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,YIGO,GUAM,GU,96929,GU-,1.0,812111,Asian,Not Hispanic or Latino,1.0,3420.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Male Owned,Unanswered,,3451.41,01/11/2022
4290687408,05/08/2020,0951,PPP,DC NAILS,"267 CHALAN SAN ANTONIO STE. 113, MONTICELLO PLAZA",TAMUNING,GU,96913-3550,06/26/2021,Paid in Full,24,100,13533.0,13533.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,New Business or 2 years or less,TAMUNING,GUAM,GU,96913-3550,GU-,2.0,446120,Unanswered,Not Hispanic or Latino,,13533.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Unanswered,Unanswered,,13640.89,03/02/2021
7099088908,05/05/2021,0951,PPS,MI JOO INTERNATIONAL INC,388 S Marine Corps Dr Ste 102,Tamuning,GU,96913-3937,05/26/2021,Paid in Full,60,100,13296.0,13296.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,Tamuning,GUAM,GU,96913-3937,GU-,8.0,541613,Asian,Not Hispanic or Latino,1.0,13291.0,,,,,,Corporation,110625,Coast360 FCU,MAITE,GU,Female Owned,Non-Veteran,,13350.66,10/06/2021
1093798007,06/21/2020,0951,PPP,"CH CONSTRUCTION, LLC.","146 CASTRO LANE, HARMON INDUSTRIAL PARK RD",HARMON,GU,96913-4166,06/24/2021,Paid in Full,60,100,65688.0,65688.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,New Business or 2 years or less,HARMON,GUAM,GU,96913-4166,GU-,13.0,532412,Asian,Not Hispanic or Latino,,65688.0,,,,,,Limited  Liability Company(LLC),110625,Coast360 FCU,MAITE,GU,Male Owned,Unanswered,,66155.11,03/15/2021
3561878106,07/15/2020,0951,PPP,PROFESSIONAL MAINTENANCE SERVICES,"237 GALAYAN DR., FERN TERRACE",DEDEDO,GU,96929-6603,06/26/2021,Paid in Full,60,100,2145.0,2145.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,DEDEDO,GUAM,GU,96929-6603,GU-,2.0,561790,Unanswered,Unknown/NotStated,,2145.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Male Owned,Unanswered,,2160.73,04/13/2021
5633918202,08/08/2020,0951,PPP,OKA BODY SHIATSU,275 FARENHOLT AVE UNIT B202,TAMUNING,GU,96913-3217,05/13/2021,Paid in Full,60,100,1963.0,1963.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,TAMUNING,GUAM,GU,96913-3217,GU-,1.0,812199,Unanswered,Unknown/NotStated,,1963.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Unanswered,Unanswered,,1994.57,03/17/2022
7078878409,02/11/2021,0951,PPS,KAORU HAZAMA,719 S Marine Corps Dr Ste 101,Tamuning,GU,96913-3557,03/10/2022,Paid in Full,60,100,15134.0,15134.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,Tamuning,GUAM,GU,96913-3557,GU-,5.0,722515,Unanswered,Unknown/NotStated,1.0,15130.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Unanswered,Unanswered,,15307.2,04/08/2022
2747758904,04/27/2021,0951,PPS,THE OFFICES OF DR. BARBARA ONEDERA-GREGORY AND DR. ROBERT W.,761 S Marine Corps Dr Ste 106,Tamuning,GU,96913-3523,05/14/2021,Paid in Full,60,100,51543.0,51543.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,Tamuning,GUAM,GU,96913-3523,GU-,9.0,621310,Asian,Not Hispanic or Latino,1.0,51537.0,,,,,,Corporation,110625,Coast360 FCU,MAITE,GU,Female Owned,Non-Veteran,,51787.83,10/25/2021
9109678106,07/27/2020,0951,PPP,JAVA JUNCTION,130 E. MARINE CORPS DR,HAGATNA,GU,96910-5121,04/09/2021,Paid in Full,60,100,12460.0,12460.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,HAGATNA,GUAM,GU,96910-5121,GU-,3.0,722515,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,,12460.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Female Owned,Unanswered,,12578.37,07/07/2021
4407448701,04/01/2021,0951,PPS,MYRNA H. LABRADOR,238 B PARAISO ST,TAMUNING,GU,96913,04/16/2021,Paid in Full,60,100,8681.0,8681.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,TAMUNING,GUAM,GU,96913,GU-,1.0,531210,Asian,Not Hispanic or Latino,,8681.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Female Owned,Unanswered,,8719.34,09/15/2021
6393978508,03/03/2021,0951,PPS,BIANCA CUSHING KAMAI,141 Tun J White,Barrigada,GU,96913,04/08/2022,Paid in Full,60,100,4387.0,4387.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,Barrigada,GUAM,GU,96913,GU-,1.0,541613,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,,4387.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Female Owned,Unanswered,,4407.72,08/26/2021
7775217801,06/04/2020,0951,PPP,"MITECO HEALTH FOODS, LLC",267 MARINE CORPS DR,TAMUNING,GU,96913-3936,03/05/2021,Paid in Full,24,100,58410.0,58410.0,0.0,SUBMARINA CALIFORNIA SUBS,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,TAMUNING,GUAM,GU,96913-3936,GU-,23.0,722513,Native Hawaiian or Other Pacific Islander,Not Hispanic or Latino,,58410.0,,,,,,Limited  Liability Company(LLC),110625,Coast360 FCU,MAITE,GU,Male Owned,Unanswered,,59146.61,09/10/2021
5478948003,06/28/2020,0951,PPP,H. LEE TOUR,157 Summerville Drive F203,TAMUNING,GU,96913-4358,04/09/2021,Paid in Full,60,100,1420.0,1420.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,TAMUNING,GUAM,GU,96913-4358,GU-,1.0,561520,Asian,Not Hispanic or Latino,,1420.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Male Owned,Non-Veteran,,1438.62,10/22/2021
1133938007,06/21/2020,0951,PPP,SKYLINE RESTO-PUB,782 S. MARINE CORPS DR,TAMUNING,GU,96913-3510,03/05/2021,Paid in Full,60,100,14345.0,14345.0,0.0,,110625,Coast360 FCU,450 Rte 8,MAITE,GU,96910-2010,U,N,N,Existing or more than 2 years old,TAMUNING,GUAM,GU,96913-3510,GU-,8.0,722410,Unanswered,Unknown/NotStated,,14345.0,,,,,,Sole Proprietorship,110625,Coast360 FCU,MAITE,GU,Unanswered,Unanswered,,14567.35,01/06/2022
1395978302,01/17/2021,0455,PPS,ASHLEY BARR,36700 Jefferson Ave,Dade City,FL,33523-3213,02/09/2021,Paid in Full,60,100,3535.0,3535.0,0.0,,110639,First National Bank of Pasco,"13315, US Hwy 301",Dade City,FL,33525,U,N,N,Existing or more than 2 years old,Dade City,PASCO,FL,33523-3213,FL-12,1.0,812990,White,Not Hispanic or Latino,,3535.0,,,,,,Sole Proprietorship,110639,First National Bank of Pasco,Dade City,FL,Female Owned,Non-Veteran,,3554.08,08/13/2021
2233558601,03/13/2021,0491,PPS,NOS SISTER 18 LLC,122 E Noble Ave,Bushnell,FL,33513-5525,09/25/2021,Paid in Full,60,100,3042.0,3042.0,0.0,,111901,"LendingClub Bank, National Association",2701 N Thanksgiving Way,LEHI,UT,84043,R,N,Y,Existing or more than 2 years old,Bushnell,SUMTER,FL,33513-5525,FL-11,2.0,447110,Unanswered,Unknown/NotStated,1.0,3038.0,,,,,,Subchapter S Corporation,111901,"LendingClub Bank, National Association",LEHI,UT,Unanswered,Unanswered,,3053.91,08/09/2021
6329748003,06/30/2020,0455,PPP,PITTSBURGH VASCULAR SURGICAL ASSOCIATES PC,8264 Deerbrook Cir,Sarasota,FL,34238-4382,08/10/2021,Paid in Full,60,100,2600.0,2506.0,0.0,,111901,"LendingClub Bank, National Association",2701 N Thanksgiving Way,LEHI,UT,84043,U,N,N,Existing or more than 2 years old,Sarasota,SARASOTA,FL,34238-4382,FL-17,1.0,621111,Unanswered,Unknown/NotStated,,2506.0,,,,,,Corporation,111901,"LendingClub Bank, National Association",LEHI,UT,Unanswered,Unanswered,,2532.31,07/26/2021
6846698010,06/30/2020,0455,PPP,SHERRI BURBAR,513 SE  6TH PL,CAPE CORAL,FL,33990-1136,08/10/2021,Paid in Full,60,100,3750.0,3750.0,0.0,,111901,"LendingClub Bank, National Association",2701 N Thanksgiving Way,LEHI,UT,84043,U,N,N,Existing or more than 2 years old,CAPE CORAL,LEE,FL,33990-1136,FL-19,1.0,812112,Unanswered,Unknown/NotStated,,3750.0,,,,,,Sole Proprietorship,111901,"LendingClub Bank, National Association",LEHI,UT,Unanswered,Unanswered,,3786.25,06/30/2021
9286188102,07/28/2020,0491,PPP,JOSE DORELUS,102 SAUNDERS ST,APOPKA,FL,32703-7149,06/09/2021,Paid in Full,60,100,1711.0,1711.0,0.0,,111901,"LendingClub Bank, National Association",2701 N Thanksgiving Way,LEHI,UT,84043,U,Y,Y,Existing or more than 2 years old,APOPKA,ORANGE,FL,32703-7149,FL-11,1.0,812990,Unanswered,Unknown/NotStated,,1711.0,,,,,,Sole Proprietorship,111901,"LendingClub Bank, National Association",LEHI,UT,Unanswered,Unanswered,,1724.69,05/19/2021
5733909007,05/22/2021,0491,PPP,LEYDIANA MYERS,4841 NE 9th St,Ocala,FL,34470-1123,05/24/2022,Paid in Full,60,100,1850.0,1850.0,0.0,,531105,Liberty SBF Holdings LLC,"1500 JFK Boulevard, Suite 250",Philadelphia,PA,19102,R,N,Y,Existing or more than 2 years old,Ocala,MARION,FL,34470-1123,FL-03,1.0,541930,Unanswered,Unknown/NotStated,,1850.0,,,,,,Self-Employed Individuals,111946,State Bank of Texas,Irving,TX,Unanswered,Unanswered,,1864.6,03/14/2022
6501329005,05/22/2021,0455,PPP,STEVE CLARKE,713 Parsons Cir SE,Palm Bay,FL,32909-6548,12/20/2022,Charged Off,38,100,2350.0,2350.0,0.0,,531105,Liberty SBF Holdings LLC,"1500 JFK Boulevard, Suite 250",Philadelphia,PA,19102,U,N,N,Existing or more than 2 years old,Palm Bay,BREVARD,FL,32909-6548,FL-08,1.0,541430,Unanswered,Unknown/NotStated,,2350.0,,,,,,Sole Proprietorship,111946,State Bank of Texas,Irving,TX,Unanswered,Unanswered,,,
7655138509,03/06/2021,0455,PPP,TIMOTHY MIDDAUGH,23122 Seneca Ave,Port Charlotte,FL,33980-3270,02/04/2022,Paid in Full,60,100,3012.0,3012.0,0.0,,17774,Crews Bank and Trust,106 E Main St,WAUCHULA,FL,33873-2716,U,N,N,Existing or more than 2 years old,Port Charlotte,CHARLOTTE,FL,33980-3270,FL-17,1.0,711190,Unanswered,Unknown/NotStated,1.0,3009.0,,,,,,Independent Contractors,111979,Crews Bank and Trust,Port Charlotte,FL,Unanswered,Unanswered,,3036.76,01/04/2022
5242317206,04/27/2020,0455,PPP,"ISLAND BOOKEEPING & HOME SERVICE, INC",5133 Latham Terrace,PORT CHARLOTTE,FL,33981,03/06/2021,Paid in Full,24,100,3300.0,3300.0,0.0,,17774,Crews Bank and Trust,106 E Main St,WAUCHULA,FL,33873-2716,U,N,N,New Business or 2 years or less,PORT CHARLOTTE,CHARLOTTE,FL,33981-1000,FL-17,1.0,541219,Unanswered,Unknown/NotStated,,3300.0,,,,,,Corporation,112136,Crews Bank and Trust,Englewood,FL,Unanswered,Unanswered,,3282.73,02/12/2021
1867038606,03/13/2021,0455,PPP,CAPE HAZE CONVENIENCE STORE CORP.,6900 Placida Rd,Englewood,FL,34224-8709,02/04/2022,Paid in Full,60,100,3482.0,3482.0,0.0,,17774,Crews Bank and Trust,106 E Main St,WAUCHULA,FL,33873-2716,U,N,N,Existing or more than 2 years old,Englewood,CHARLOTTE,FL,34224-8709,FL-17,2.0,445120,Unanswered,Unknown/NotStated,,3482.0,,,,,,Subchapter S Corporation,112136,Crews Bank and Trust,Englewood,FL,Unanswered,Unanswered,,3509.95,01/06/2022
3700187301,04/29/2020,0491,PPP,ANA RODRIGUEZ,6290 SE  175TH CT,MORRISTON,FL,32668-4534,03/09/2021,Paid in Full,24,100,2300.0,2300.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,R,N,N,Unanswered,MORRISTON,LEVY,FL,32668-4534,FL-03,1.0,561110,Unanswered,Unknown/NotStated,196.0,1908.0,196.0,,,,,Independent Contractors,113116,Seacoast National Bank,Chiefland,FL,Unanswered,Unanswered,,2318.02,02/09/2021
3429097300,04/29/2020,0491,PPP,OM SHRI LALAN INC,7012 SW 86TH TER,GAINESVILLE,FL,32608-5672,06/04/2021,Paid in Full,24,100,1670.0,1670.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,U,N,N,Existing or more than 2 years old,GAINESVILLE,ALACHUA,FL,32608-5672,FL-03,1.0,445310,Unanswered,Unknown/NotStated,167.0,1336.0,167.0,,,,,Subchapter S Corporation,113116,Seacoast National Bank,Chiefland,FL,Unanswered,Unanswered,,1687.53,05/20/2021
1612027300,04/28/2020,0491,PPP,E'S QUALITY HOME INSPECTIONS LLC,9029 SW 15TH CT,TRENTON,FL,32693-5691,03/09/2021,Paid in Full,24,100,2800.0,2800.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,R,N,N,Existing or more than 2 years old,TRENTON,LEVY,FL,32693-5691,FL-03,1.0,541350,Unanswered,Unknown/NotStated,255.67,2288.66,255.67,,,,,Limited  Liability Company(LLC),113116,Seacoast National Bank,Chiefland,FL,Unanswered,Unanswered,,2821.7,02/04/2021
1626307803,05/21/2020,0491,PPP,NAILS BY RAYCHELLE,5491 NW 140TH ST,CHIEFLAND,FL,32626-8682,06/04/2021,Paid in Full,24,100,700.0,700.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,R,N,Y,Existing or more than 2 years old,CHIEFLAND,LEVY,FL,32626-8682,FL-03,1.0,812112,Unanswered,Unknown/NotStated,48.0,606.0,,,,,46.0,Sole Proprietorship,113116,Seacoast National Bank,Chiefland,FL,Female Owned,Unanswered,,706.82,05/13/2021
9731927407,05/20/2020,0491,PPP,RACHEL SEIGLER,2010 SE 191ST TER,MORRISTON,FL,32668-2966,03/09/2021,Paid in Full,24,100,700.0,700.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,R,N,N,New Business or 2 years or less,MORRISTON,LEVY,FL,32668-2966,FL-03,1.0,561720,Unanswered,Unknown/NotStated,110.0,590.0,,,,,,Sole Proprietorship,113116,Seacoast National Bank,Chiefland,FL,Female Owned,Unanswered,,705.33,02/25/2021
1585287802,05/21/2020,0491,PPP,ALBERT S LEVINGS JR,1224 RIVERSIDE AVE,FORT WHITE,FL,32038-9999,07/07/2021,Paid in Full,24,100,2920.0,2920.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,R,N,N,Existing or more than 2 years old,FORT WHITE,COLUMBIA,FL,32038-9999,FL-03,1.0,531210,Unanswered,Unknown/NotStated,292.0,2336.0,292.0,,,,,Sole Proprietorship,113116,Seacoast National Bank,Chiefland,FL,Unanswered,Unanswered,,2952.04,06/28/2021
2013748009,06/23/2020,0491,PPP,STUTSMAN TRUCKING,6890 NW 68TH PL,CHIEFLAND,FL,32626-5951,05/06/2021,Paid in Full,60,100,2200.0,2200.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,R,N,N,Existing or more than 2 years old,CHIEFLAND,LEVY,FL,32626-5951,FL-03,1.0,484230,Unanswered,Unknown/NotStated,220.0,1760.0,220.0,,,,,Sole Proprietorship,113116,Seacoast National Bank,Chiefland,FL,Unanswered,Unanswered,,2217.11,04/05/2021
1643267305,04/28/2020,0491,PPP,THE OLD TRENTON CARWASH LLC,112 SE 4TH ST,TRENTON,FL,32693-3518,03/09/2021,Paid in Full,24,100,800.0,800.0,0.0,,17616,Seacoast National Bank,815 Colorado Ave,STUART,FL,34994-3053,R,N,N,Existing or more than 2 years old,TRENTON,GILCHRIST,FL,32693-3518,FL-03,1.0,811192,Unanswered,Unknown/NotStated,40.25,719.5,40.25,,,,,Limited  Liability Company(LLC),113116,Seacoast National Bank,Chiefland,FL,Unanswered,Unanswered,,806.2,02/04/2021
